id_bien;code_com_dep_5;No voie;B/T/Q;Type de voie;Voie;Nombre pieces principales;Surface Carrez du 1er lot;Surface reelle bati;Surface terrain;Type local
1;1350;190;A;RUE;CENTRALE;2;50.42;52;;Appartement
2;1103;347;;RUE;DU CHATEAU;3;48.22;48;;Appartement
3;1143;58;;AV;DU MONT BLANC;6;130.8;130;;Appartement
4;1288;140;;RUE;DE L'ABBE JOLIVET;5;109.22;109;;Maison
5;1033;39;;RUE;BUFFON;4;108.65;91;;Appartement
6;1138;28;;AV;JEAN FALCONNIER;2;31.65;32;;Appartement
7;1354;8;;RUE;DE GENEVE;2;52.58;52;;Appartement
8;1354;2;;RUE;DU RECULET;2;58.71;60;;Appartement
9;1143;1403;;RUE;JEAN DE GINGINS;4;93.23;96;;Maison
10;1354;226;;ALL;DES CAPUCINES;5;117;117;;Maison
11;1288;276;;RTE;DE POUGNY;2;35.6;36;;Appartement
12;1283;79;;CRS;DE VERDUN;5;138.03;137;;Appartement
13;1357;77;B;RUE;DU COMMERCE;2;42;43;;Appartement
14;1173;240;;RUE;DE PRE BAILLY;2;45.36;45;;Appartement
15;1033;3;;RUE;TURENNE;4;82.6;84;;Appartement
16;1143;44;;ALL;DU SQUARE DE LAUSANNE;4;88.11;88;;Appartement
17;1004;59;;RUE;ALEXANDRE BERARD;6;164.87;143;;Appartement
18;1071;282;;CHE;DES LONGES RAYES;2;42.2;42;;Appartement
19;1396;54;;GR;GRANDE RUE;3;68.11;65;;Appartement
20;1160;1;;RUE;DE GEX;3;82.59;75;;Appartement
21;1103;17;;LOT;LES JARDINS DE CHEVRY;1;30.23;30;;Appartement
22;1399;329;;RUE;DES CARPIERES;1;24.8;25;;Appartement
23;1202;369;;AV;CHARLES DE GAULLE;2;52.6;52;;Appartement
24;1204;154;;RUE;SUR LA VIGNETTE;3;91.69;88;;Appartement
25;1173;6;;RUE;DES USINIERS;1;45.54;45;;Appartement
26;1354;2;;RUE;DU JURA;3;84.24;83;;Appartement
27;1004;54;;RUE;MARCEL DEMIA;3;68.23;68;;Appartement
28;1034;269;;CHE;DE CHARIGNIN;3;62.03;64;;Appartement
29;1281;322;;RUE;DE BRETIGNY;4;112.93;109;;Maison
30;1354;132;;ALL;DES HETRES;4;131.91;133;;Appartement
31;1160;80;;RUE;DE MEYRIN;3;63.58;63;;Appartement
32;1138;4;;RUE;DE LA MAIRIE;3;35.86;50;;Appartement
33;1202;79;;GR;GRANDE RUE DE BULLIEZ;3;70.09;74;;Appartement
34;1148;8;;RUE;DE LA BIENNE;4;200;121;;Appartement
35;1004;29;;RUE;REINE CLOTILDE;2;54.84;62;;Appartement
36;1034;3;;RUE;STE MARIE;4;72.75;73;;Appartement
37;1202;956;;RTE;DE BOURG;2;94.09;88;;Maison
38;1160;1;;AV;DU BIJOU;3;71.08;71;;Appartement
39;1160;58;;CHE;DE LA PLANCHE BRULEE;4;97.03;101;;Maison
40;1313;211;;RUE;CHANTEPIE;2;44.48;45;;Appartement
41;1060;25;;RUE;DE LA ROCHE SAMUEL;2;64.21;63;;Appartement
42;1004;25;;RUE;DE LA COMMUNE 1871;3;70.1;68;;Maison
43;1363;6;;;DE LA TOUR;4;76.7;90;;Appartement
44;1160;91;;CHE;DE LA PLANCHE BRULEE;4;133.77;120;;Appartement
45;1269;3;;RUE;DU DOCTEUR GREZEL;5;107.61;106;;Appartement
46;1345;28;;RUE;DU DOC CHARCOT;2;42.78;43;;Appartement
47;1419;312;;RUE;DES TERRASSES;5;124.55;120;;Maison
48;1283;10;;RUE;AMPERE;2;68.11;67;;Appartement
49;1031;1;;RUE;GERARD DE NERVAL;3;70.78;68;;Appartement
50;1354;10;;RUE;DES HAUTAINS;5;112.3;112;;Appartement
51;1313;102;;MAIL;DU NEUTRINO;4;95.43;95;;Maison
52;1160;84;;RUE;DE MEYRIN;3;63.45;63;;Appartement
53;1185;115;;RUE;MASONOD;4;77.3;75;;Appartement
54;1173;812;;RUE;DES VERTES CAMPAGNES;6;164.18;160;;Maison
55;1160;26;;CHE;DE LA PLANCHE BRULEE;3;66.95;67;;Appartement
56;1354;2;;RUE;DE CHAMP FUSY;1;30.62;31;;Appartement
57;1354;53;;ALL;DES PRUNUS;5;165.92;166;;Appartement
58;1210;541;;RUE;DES MONTS JURA;2;51.99;56;;Appartement
59;1034;386;;CHE;DES SOUPIRS;3;63.17;63;;Appartement
60;1399;663;;RTE;BLANCHE;3;84.97;88;;Appartement
61;1173;377;;RUE;DES ABATTOIRS;4;88.7;87;;Appartement
62;1004;60;;ALL;DES FRERES CAUDRON;2;50.64;51;;Appartement
63;1033;86;;RUE;DE LA REPUBLIQUE;1;38;39;;Appartement
64;1281;148;;IMP;DU SAUGY;3;70.53;71;;Appartement
65;1071;77;J;LOT;CLOS CHAMP VRILLARD;6;105.68;143;;Maison
66;1173;27;;RLE;DE L EGLISE;3;46.12;53;;Appartement
67;1202;5;;PL;DE L EGLISE;2;37.63;39;;Appartement
68;1313;94;;ALL;SIMON VAN DER MEER;4;87.38;89;;Appartement
69;1173;242;;RUE;DE PRE BAILLY;2;50.33;50;;Appartement
70;1436;8;;RTE;DE DIVONNE;4;134.17;136;;Appartement
71;1033;24;;RUE;LAMARTINE;3;47.65;62;;Appartement
72;1419;88;;RUE;DU PETIT CHAMP;4;99.13;102;;Maison
73;1419;27;;RUE;DES VERGERS;2;43.42;43;;Appartement
74;1192;250;;RUE;DES FRENES;4;83.6;83;;Maison
75;1004;13;;RUE;JEAN MONNET;2;54.65;55;;Appartement
76;1004;2;;RUE;DE LA BATISSE;3;81.15;81;;Appartement
77;1354;33;;RUE;DE GENEVE;3;53.43;56;;Appartement
78;1160;30;;RUE;DE VERSOIX;3;74.85;75;;Appartement
79;1281;322;;RUE;DE BRETIGNY;4;90.33;90;;Maison
80;1153;923;;RTE;DE MURY;4;99.39;86;;Maison
81;1103;77;;RUE;LA PIECE;5;123.16;118;;Maison
82;1313;103;;MAIL;DU NEUTRINO;5;110.13;110;;Maison
83;1313;33;;MAIL;DU NEUTRINO;3;71.43;70;;Appartement
84;1419;75;;RUE;DES VERGERS;3;56.02;56;;Appartement
85;1435;27;;RTE;DE CESSY;4;85.12;85;;Appartement
86;1033;60;;RUE;DE SAVOIE;4;75;74;;Appartement
87;1143;90;;RUE;DE LAUSANNE;4;135.68;133;;Appartement
88;1004;72;;RUE;DE LA REPUBLIQUE;2;35.59;33;;Appartement
89;1033;198;;RTE;DE VOUVRAY;3;62.38;63;;Appartement
90;1033;198;;RTE;DE VOUVRAY;4;92.04;100;;Appartement
91;1143;786;;AV;DES VOIRONS;2;46.05;46;;Appartement
92;1173;256;;AV;DE BELLE FERME;2;34.56;34;;Appartement
93;1390;1143;;RUE;CLAIRES FONTAINES;2;43.23;43;;Appartement
94;1160;40;;RUE;VICTOR HUGO;4;83.82;80;;Maison
95;1034;150;;RUE;DE LA REPUBLIQUE;2;38.67;39;;Appartement
96;1283;14;;RUE;CASTELLION;3;88;92;;Appartement
97;1160;38;;AV;DE VESSY;2;56.96;57;;Appartement
98;1173;256;;AV;DE BELLE FERME;3;55.4;55;;Appartement
99;1004;36;;RUE;DES APOTRES;2;74.72;79;;Appartement
100;1109;91;;;GRAND' RUE;6;295.21;190;;Appartement
101;1153;88;;RUE;DE LA PIERRE;3;222.97;170;;Maison
102;1281;223;;RUE;DES PRALETS;4;113.52;113;;Appartement
103;1079;232;;RUE;DE LA ROCHETTE;4;127.2;127;;Appartement
104;1354;3;A;RUE;GEORGES CHARPAK;2;47.6;49;;Appartement
105;1199;9;;RUE;DE LA FLAUDIERE;3;65.29;74;;Appartement
106;1033;392;;RTE;DE VOUVRAY;4;81.24;83;;Appartement
107;1240;5186;;;MATAFELON;2;42.89;32;;Appartement
108;1033;8;;RUE;GEORGES MARIN;3;69.66;69;;Appartement
109;1419;6066;;RUE;DES BATTOIRS;3;69.65;69;;Appartement
110;1283;1;;ESPA;CHARLES DE GAULLE;3;64.44;64;;Appartement
111;1033;54;;RUE;ANTOINE JACQUET;4;88.83;88;;Appartement
112;1187;5208;;;LE BULOZ;3;35.3;35;;Appartement
113;1269;7;;RUE;DU DOCTEUR GREZEL;2;45.5;40;;Appartement
114;1313;247;;CHE;DE PRE DE PLANCHE;4;73.77;77;;Maison
115;1071;120;B;CHE;DU MARTINET;3;67.94;67;;Appartement
116;1283;12;;RUE;DU MURET;1;22.2;30;;Appartement
117;1014;47;;RUE;DU CHANE;2;48.38;48;;Appartement
118;1033;1;;RUE;JOLIOT CURIE;2;56.65;56;;Appartement
119;1390;15;;CHE;DU LAVOIR;2;32.27;32;;Appartement
120;1173;68;;RUE;DES USINIERS;4;61.54;68;;Appartement
121;1034;5001;;ALL;HONORE DE BALZAC;4;82.37;80;;Maison
122;1138;9;;RUE;DES FRERES SERPOLLET;3;53.81;53;;Appartement
123;1224;231;;RUE;DE LA RABOUDIERE;3;71.8;71;;Appartement
124;1160;80;;RUE;DE MEYRIN;3;63.54;63;;Appartement
125;1419;20;;;HAMEAU DES CHENES;6;101.52;102;;Maison
126;1143;47;;CHE;DES ECOLIERS;2;51.7;42;;Appartement
127;1160;48;;RUE;DE GENEVE;4;114.17;115;;Appartement
128;1210;40;;IMP;DES PISTES;2;21.48;21;;Appartement
129;1160;4;;IMP;DU PEGAN;1;36.21;36;;Appartement
130;1199;4;;PL;DE L HOTEL DE VILLE;2;44.24;48;;Appartement
131;1033;76;;RUE;COLONEL XAVIER RENDU;2;54.7;54;;Appartement
132;1173;18;;AV;FRANCIS BLANCHARD;2;51;54;;Appartement
133;1103;711;;RUE;DES MORAINES;2;42.92;41;;Appartement
134;1071;120;B;CHE;DU MARTINET;3;68.08;67;;Appartement
135;1033;35;;RUE;BUFFON;3;70.15;69;;Appartement
136;1033;20;;RUE;PARMENTIER;2;57.23;56;;Appartement
137;1354;461;;RUE;JEAN-JACQUES ROUSSEAU;5;132.16;131;;Appartement
138;1143;114;;RUE;DU CONTE DES PERMISSIONS;2;58.62;63;;Appartement
139;1033;38;B;RUE;JOSEPH MARION;3;61.89;60;;Appartement
140;1173;242;;RUE;DES VERTES CAMPAGNES;3;92.45;105;;Appartement
141;1202;44;;RUE;PASTEUR;3;71.29;71;;Appartement
142;1354;34;;RUE;DES ECOLES;5;138.05;101;;Maison
143;1399;183;;RUE;DU VIEUX BOURG;1;45.12;30;;Appartement
144;1004;54;B;RUE;ARISTIDE BRIAND;3;70.45;75;;Appartement
145;1034;99;;RUE;DE L AMITIE;4;78.54;77;;Appartement
146;1354;16;;RUE;DES HAUTAINS;2;52.58;58;;Appartement
147;1247;5245;;;LES MARS;2;30.98;22;;Appartement
148;1160;17;;AV;DES ALPES;5;95.66;106;;Appartement
149;1401;35;;RUE;DES PRELES;4;87.23;87;;Appartement
150;1004;78;;AV;DU GEN SARRAIL;5;92.47;92;;Appartement
151;1033;22;;RUE;DE L AVENIR;5;89.2;89;;Appartement
152;1033;7;;RUE;TURENNE;1;28.8;40;;Appartement
153;1031;86;;RUE;GUSTAVE EIFFEL;2;46.68;46;;Appartement
154;1160;16;;AV;DU JURA;0;2.36;2;;Appartement
155;1033;6;;RUE;GEORGES MARIN;3;68.92;68;;Appartement
156;1173;346;;RUE;DE PRE BAILLY;3;68.45;68;;Appartement
157;1281;195;;IMP;DU SAUGY;4;102.52;103;;Maison
158;1419;6066;;RUE;DES BATTOIRS;2;59.67;59;;Appartement
159;1173;348;;RUE;DE PRE BAILLY;4;77.86;77;;Appartement
160;1401;72;;CHE;DES COLLINES;4;105.12;106;;Maison
161;1160;86;;RUE;DE MEYRIN;3;63.27;63;;Appartement
162;1354;181;;RUE;PARC JEAN MONNET;4;133.24;133;;Appartement
163;1143;28;;CHE;DU PEUDEX;3;67.33;63;;Appartement
164;1419;62;;CHE;DU PONT DE GREMAZ;3;68.69;65;;Appartement
165;1033;1;;ALL;ALBERT CAMUS;2;58.3;59;;Appartement
166;1354;10;;RUE;DES HAUTAINS;5;111.06;112;;Appartement
167;1034;13;;PL;DES FOURS;5;117.63;117;;Appartement
168;1313;4;;CHE;DU MARAIS;4;85.12;82;;Appartement
169;1071;67;;RTE;DE GENEVE;2;42.01;42;;Appartement
170;1143;644;;RUE;D ARBERE;5;96.46;96;;Maison
171;1034;67;;RTE;DE CHAVORNOD;3;57.5;58;;Appartement
172;1143;96;;RUE;DU JURA;4;90.4;90;;Appartement
173;1071;282;;CHE;DES LONGES RAYES;2;42.59;42;;Appartement
174;1143;152;;GR;GRANDE RUE;1;50.11;35;;Appartement
175;1173;170;;RUE;DES TERREAUX;2;32.6;33;;Appartement
176;1202;399;;RUE;DU COTEILLON;4;103.62;88;;Maison
177;1158;780;;RUE;DE LA REPUBLIQUE;2;135.89;60;;Appartement
178;1354;53;;ALL;DES PRUNUS;5;166.98;166;;Appartement
179;1135;71;;CHE;DE LA PRALAY;2;58.13;65;;Appartement
180;1443;46;;AV;DES NATIONS;2;38.67;39;;Appartement
181;1244;13;;RUE;DE LAYE;5;120.5;110;;Maison
182;1258;151;;RTE;DE BELLEVILLE;3;86.8;90;;Appartement
183;1262;9;;RUE;NEUVE;1;41.82;47;;Appartement
184;1194;768;;RUE;EDOUARD HERRIOT;2;56.63;56;;Appartement
185;1030;172;;RUE;HECTOR BERLIOZ;3;79.06;77;;Appartement
186;1244;2;;RUE;DE LYON;3;65.82;65;;Appartement
187;1142;1172;;RTE;DE GENEVE;3;38.43;44;;Appartement
188;1248;62;;CHE;DU BONATIER;4;85.95;85;;Appartement
189;1450;40;;MTE;DES CANNES;2;48.42;48;;Appartement
190;2173;12;;RUE;LUCIEN QUITTELIER;4;80.87;82;;Maison
191;2408;27;;RUE;FERNAND THUILLART;6;165.11;156;;Appartement
192;2408;1;;RUE;CONDORCET;4;71.5;72;;Appartement
193;2408;15;;RUE;DU REMPART SAINT REMY;3;82.54;82;;Appartement
194;2408;11;;RUE;BONNOT;2;39.97;41;;Appartement
195;2304;2;;RUE;MAZIN;4;146.68;158;;Appartement
196;2408;13;;RUE;PAUL DOUMER;2;31.6;40;;Appartement
197;2173;20;G;RUE;DES OEUVRES DE CHINE;4;92;80;213;Maison
198;2408;13;;RUE;VINCHON;3;73.5;65;;Appartement
199;2408;15;;RUE;DU CHANGE;1;23.82;30;;Appartement
200;2408;13;;RUE;PAUL DOUMER;2;37.3;40;;Appartement
201;2408;13;;RUE;PAUL DOUMER;2;49.1;53;;Appartement
202;2408;27;;RUE;CARLIER HENNECART;1;30.94;31;;Appartement
203;2408;9001;;RUE;JEAN DE LA FONTAINE;3;65.66;67;;Maison
204;2408;27;;RUE;JEAN RACINE;1;27.19;27;;Appartement
205;2408;10;;PL;DU MARCHE;2;46.92;53;;Appartement
206;2408;32;;RUE;DE LA LINOTTE;4;78.3;82;;Maison
207;2408;1;;RUE;CONDORCET;5;88.5;90;;Appartement
208;2408;1;;RLE;DES NEUFLIERS;1;24.05;27;;Appartement
209;2755;30;;RUE;DE L EGLISE;4;92.54;92;;Maison
210;2173;1;;PL;BOUZIER;3;60.05;62;;Appartement
211;2408;1;;RUE;CONDORCET;5;89;90;;Appartement
212;2408;30;;RUE;SERURIER;1;23.86;27;;Appartement
213;2680;16;;RUE;DE MONTEVIDEO;3;25;64;;Appartement
214;2738;108;;BD;GAMBETTA;5;148.41;155;;Appartement
215;2408;32;;RUE;DE LA LINOTTE;2;47.44;48;;Appartement
216;2408;32;;RUE;DE LA LINOTTE;4;80.14;90;;Maison
217;2408;32;;RUE;DE LA LINOTTE;3;53.42;53;;Appartement
218;2318;9003;;RUE;ROBERT GODARD;3;66.36;67;;Appartement
219;2408;4;;RUE;DE LA CONGREGATION;1;28.13;29;;Appartement
220;2408;21;;RUE;AMPERE;4;88.14;119;;Maison
221;2408;3;;AV;CARNOT;3;77.91;76;;Appartement
222;2408;30;;RUE;SERURIER;1;26.4;27;;Appartement
223;2691;2;;RUE;DE LA SELLERIE;4;119.4;122;;Appartement
224;2691;1;;RUE;D ISLE;1;33.49;32;;Appartement
225;2691;23;;RUE;DU GOUVERNEMENT;4;96.4;127;;Appartement
226;2691;15;;RUE;VARLET;2;53.22;52;;Appartement
227;2722;2;;PL;FERNAND MARQUIGNY;5;142.98;143;;Appartement
228;2226;36;;RUE;DU MOULIN BOTTE;2;50.16;43;;Appartement
229;2722;12;;RUE;DES PAVEURS;4;108.49;127;;Appartement
230;2722;2;;BD;JEANNE D ARC;1;29.16;29;;Appartement
231;2722;2;B;RUE;JEAN DELAPLACE;4;79.27;81;;Maison
232;2722;1;;RUE;DE LA SURCHETTE;4;64.21;67;;Appartement
233;2722;18;;RUE;QUINQUET;5;121.9;122;;Appartement
234;2795;1;;RUE;DU PONT DE LA TOURNELLE;4;145.28;145;;Maison
235;2795;7;;RUE;DE FONTENOY;3;49.99;49;;Appartement
236;2810;;;;LA FOSSE SALMON;2;58.67;58;;Appartement
237;2410;19;;RUE;SAINT DENIS;3;55.74;50;;Maison
238;2810;3;;RUE;ROGER SALENGRO;5;77.56;77;;Appartement
239;2722;18;;RUE;DU CHAMP BOUILLANT;2;49.33;48;;Appartement
240;2722;3;;RUE;DE LA RESISTANCE;3;47.02;36;;Appartement
241;2722;14;;RUE;PORTE CROUY;2;37.18;75;;Appartement
242;2537;2;;CHT;DE LA QUINCY;6;106;109;;Maison
243;2758;8;;PTR;PETITE RUE SAINT VINCENT;3;39.62;64;;Maison
244;2810;2;;RUE;DE BAPAUME;4;81.62;81;;Appartement
245;2722;10;;PL;DE LAON;1;41.42;44;;Appartement
246;2722;1;B;RUE;DES GRAVIERS;3;62.15;83;;Appartement
247;2722;15;B;RUE;DU CHAMP BOUILLANT;4;59.81;59;;Appartement
248;2722;20;;RUE;NOTRE DAME;1;20.45;26;;Appartement
249;2810;17;;RUE;ALEXANDRE DUMAS;3;89.56;86;;Appartement
250;2201;5;A;RUE;FERNAND BAZIN;6;570;110;;Maison
251;2810;5;;PL;DU DOCTEUR MOUFLIER;1;21.4;21;;Appartement
252;2722;2;B;BD;EDOUARD BRANLY;2;49.46;57;;Appartement
253;2722;2;B;BD;EDOUARD BRANLY;2;45.12;44;;Appartement
254;2722;4;;PL;DE LAON;3;68.95;72;;Appartement
255;2064;16;;RUE;D OULCHY LE CHATEAU;3;76.95;76;;Appartement
256;2722;12;;AV;THIERS;2;72.93;72;;Appartement
257;2722;4;;RUE;JEAN MOULIN;3;65.9;64;;Appartement
258;2722;3;B;RUE;PORTE CROUY;2;31.84;32;;Appartement
259;2810;5;;PL;DU DOCTEUR MOUFLIER;1;20.69;23;;Appartement
260;2722;30;;AV;DU GENERAL DE GAULLE;1;29.36;33;;Appartement
261;2810;9;;RUE;VICTOR HUGO;3;67.85;54;;Appartement
262;2810;41;;RUE;DU GRAND MONTOIR;3;51.07;42;;Appartement
263;2722;7;;RUE;DE PANLEU;1;29.21;30;;Appartement
264;2722;30;;AV;DU GENERAL DE GAULLE;1;23.7;25;;Appartement
265;2722;10;;PL;DE LAON;3;73.94;75;;Appartement
266;2201;5;D;RUE;FERNAND BAZIN;6;93.89;110;;Maison
267;2722;2;B;BD;EDOUARD BRANLY;3;68.37;67;;Appartement
268;2722;2;B;BD;EDOUARD BRANLY;3;73.65;73;;Appartement
269;2722;22;;BD;JEANNE D ARC;1;31.62;32;;Appartement
270;2168;12;;AV;DE LA MARE AUX CANES;3;60.2;60;;Appartement
271;2168;3;;PL;DE L HOTEL DE VILLE;3;48.5;54;;Appartement
272;2168;50;;GR;GRANDE RUE;3;57.74;58;;Appartement
273;2168;1;;RES;RENOIR;4;78.24;75;;Appartement
274;2305;2;;RUE;PAUL CLAUDEL;3;64.24;64;;Appartement
275;3190;22;;RUE;DE LA FRATERNITE;2;34.46;33;;Appartement
276;3190;2;;RUE;DENAIN;3;124.01;77;;Appartement
277;3190;22;;RUE;DE LA FRATERNITE;1;34.9;38;;Appartement
278;3190;22;;RUE;DE LA FRATERNITE;1;22.19;22;;Appartement
279;3190;14;;RUE;CHARLES PEGUY;4;83.87;84;;Appartement
280;3321;4;;RES;PARC MONTFAULT;5;107.77;112;;Maison
281;3190;11;;RUE;DU VERT GALANT;4;61.4;60;;Appartement
282;3321;16;;IMP;DU PRE DE MOLLES;5;128.8;85;;Maison
283;3321;84;;RTE;DE LYON;3;58.46;59;;Appartement
284;3321;3;;RUE;JACQUES VINCENT;2;40.06;40;;Appartement
285;3190;24;;RUE;GASPARD ROUX;4;78.3;79;;Appartement
286;3095;1;B;AV;DU DRAPEAU;5;106;105;;Appartement
287;3310;71;;RUE;JEAN JAURES;3;74.54;80;;Appartement
288;3310;2;;RUE;MONTIGNAC;3;81.72;79;;Appartement
289;3310;2;;RUE;DU 11 NOVEMBRE;4;67.64;67;;Appartement
290;3310;10;;RUE;DUCHON;2;42.98;47;;Appartement
291;3310;4;;RUE;HUBERT COLOMBIER;2;40.57;45;;Appartement
292;4209;9003;;PL;DE L HORLOGE;4;105.71;119;;Appartement
293;4166;7102;;PL;DE L ENGIEN;4;106.43;133;;Appartement
294;4073;7003;;RES;LES MELEZES;1;29.74;31;;Appartement
295;4049;9500;;TRA;DU CAMPING;3;65.4;66;;Appartement
296;4070;1;;RUE;DES MONGES;4;144.6;120;;Appartement
297;4126;7066;;;STATION DE SAINT JEAN;1;24.74;24;;Appartement
298;4209;9002;;PL;DU DOCTEUR ROBERT;1;32.89;33;;Appartement
299;4006;7192;;;LA CHAPELLE;1;20.92;20;;Appartement
300;4039;;;PL;DES AIRES;4;93.76;120;;Appartement
301;4096;7078;;RTE;DE MAZAGRAND;1;20.73;20;;Appartement
302;4102;7037;;;LE VILLAGE;2;26.6;27;;Appartement
303;4205;6;;RUE;GRANDE;3;40;50;;Appartement
304;4006;7034;;;ADRECH DE CHAUVET;1;27.46;26;;Appartement
305;4070;25;;AV;FRANCOIS CUZIN;2;51.42;51;;Appartement
306;4070;20;;RUE;DU VALLON DE FARINE;3;71.39;71;;Maison
307;4126;7002;;;STATION DE SAINT JEAN;2;41.16;49;;Appartement
308;4176;7042;;;LE VILLAGE;2;65.5;32;;Appartement
309;4006;7398;;;PONT DE LABRAU OUEST;2;34.95;35;;Appartement
310;4086;24;;LOT;LOTISSEMENT DU BERARD;3;60.66;52;;Appartement
311;4073;7052;;RES;LES CHENEVRIERS;1;24.32;25;;Appartement
312;4019;12;;CHE;DES ALPAGES;1;23.02;23;;Appartement
313;4096;25;;RUE;PRINCIPALE;2;59.73;63;;Appartement
314;4094;7300;;CHE;DES BEAUMES;2;33.05;33;;Appartement
315;4070;39;;BD;VICTOR HUGO;1;23.25;23;;Appartement
316;4070;9482;;RES;LE VALLON DES SOURCES;2;30.47;30;;Appartement
317;4070;32;;BD;VICTOR HUGO;1;28.33;29;;Appartement
318;4073;5081;;;LE SUPERSAUZE;1;35.97;44;;Appartement
319;4189;26;;;LE PONT;2;20.85;32;;Maison
320;4006;7178;;;PONT DE LABRAU;1;20.55;21;;Appartement
321;4145;2;B;IMP;DE CARUPE;5;142.9;147;;Appartement
322;4094;7153;;;LES HAUTES PLAINES;1;18.44;18;;Appartement
323;4073;5112;;RES;LES MARGUERITES;1;26.76;30;;Appartement
324;4070;4;;PL;DE LA MAIRIE;2;53.1;51;;Appartement
325;4073;5230;;;LE SUPERSAUZE;2;35.2;23;;Appartement
326;4094;7153;;;LES HAUTES PLAINES;1;18.84;18;;Appartement
327;4245;6;;;ANCIENNE RTE D FORCALQUIER;3;80.26;80;;Appartement
328;4088;7096;;;BEAUDINE;4;76.81;74;;Appartement
329;4209;3;;PL;DE LA REPUBLIQUE;3;79.54;80;;Appartement
330;4209;53;;RUE;DELEUZE;2;72.07;85;;Appartement
331;4203;7023;;;GRANDE MONTAGNE;2;29.66;29;;Appartement
332;4006;7052;;;LES AUCHES;2;29.03;37;;Appartement
333;4112;181;;ALL;DES AVETTES;5;82.37;79;;Maison
334;4088;5;;AV;MARCEL ANDRE;2;33.8;41;;Appartement
335;4006;7218;;;LACHAUD ET CHAUVET;1;19.72;19;;Appartement
336;4112;320;;AV;DU DCT BERNARD FOUSSIER;4;15;98;;Appartement
337;4019;6;;RUE;ANDRE HONNORAT;3;58.96;60;;Appartement
338;4088;155;;RUE;DOC CASIMIR CAIRE;2;42.73;42;;Appartement
339;4094;5637;A;AV;DES THERMES;1;25.32;27;;Appartement
340;4006;7054;;;LA CHAPELLE;1;14.41;20;;Appartement
341;4166;3;;RUE;TANNERIE;2;38.97;60;;Appartement
342;4209;118;;RUE;POTERIE;3;44.44;35;;Appartement
343;4088;1;;REM;DES CORDELIERS;1;27.26;29;;Maison
344;4112;9002;D;;LES LAVANDES;5;83.88;84;;Appartement
345;4226;;;RES;LES MARMOTTES BLEUES;2;25.55;29;;Appartement
346;4139;5038;;;LE VILLAGE;1;40.4;38;;Appartement
347;4209;9;;RUE;FONT CHAUDE;2;136.86;44;;Appartement
348;4205;7089;;;SAINT PIERRE;4;90.75;87;;Appartement
349;4151;5154;;RUE;DE LA FERRAILLE;2;59.36;66;;Maison
350;4006;7215;;;LA SESTRIERE;1;26.99;27;;Appartement
351;4070;3;;TRA;DES EAUX CHAUDES;3;67.22;68;;Appartement
352;4143;1;;RUE;JULES BOURDIN;2;39.16;30;;Appartement
353;4094;5637;A;AV;DES THERMES;1;25.07;27;;Appartement
354;4112;14;;ALL;DE PROVENCE;3;63.73;68;;Appartement
355;4094;5028;;CHE;DE STE ANNETTE;4;102.87;100;;Appartement
356;4070;36;;AV;HENRI JAUBERT;4;82.11;81;;Appartement
357;4094;117;;AV;DES THERMES;1;23.35;24;;Appartement
358;4112;9001;;RES;JEANNE D ARC;1;30.05;31;;Appartement
359;4088;20;;RUE;MARIUS DEBOUT;2;49.2;51;;Appartement
360;4094;7224;;;LES HAUTES PLAINES;1;24.25;24;;Appartement
361;4226;;;RES;PRA CHAUVET;2;37.55;36;;Appartement
362;4006;7009;;;ADRECH DE CHAUVET;2;108.85;81;;Appartement
363;4226;;;RES;LES MELEZES;3;73.99;59;;Appartement
364;4126;7215;;;STATION DE SAINT JEAN;1;28.02;28;;Appartement
365;4205;7113;;;LES SAGNES;1;22.91;27;;Appartement
366;4094;7024;;;LES HAUTES PLAINES;1;27.36;27;;Appartement
367;4094;7023;;;LES HAUTES PLAINES;1;27.22;27;;Appartement
368;4088;3;;RUE;DU FRESQUIE;4;92.94;95;;Maison
369;4094;;;RES;LE CEZANNE;1;30.95;30;;Appartement
370;4112;20;;ALL;DE PROVENCE;2;62.43;60;;Appartement
371;4070;3;;TRA;DES EAUX CHAUDES;1;35.71;36;;Appartement
372;4079;7102;;RTE;DU LAC;2;61.53;61;;Appartement
373;4094;5038;;;LES VIEUX BAINS;1;27.18;26;;Appartement
374;4039;29;;RUE;NATIONALE;1;18;18;;Appartement
375;4226;;;RES;LE CHRISTIANA;1;24.87;25;;Appartement
376;4242;5177;;RUE;GRANDE;3;62.85;70;;Appartement
377;4112;9013;;BD;PAUL MARTIN NALIN;3;56.52;54;;Appartement
378;4070;11;;RUE;DE L ANCIENNE MAIRIE;4;52.45;70;;Appartement
379;4112;9001;;;LA COLETTE;4;67;64;;Appartement
380;4096;7028;;;MAZAGRAND;1;28.48;28;;Appartement
381;4112;9001;;;LA COLETTE;3;54.33;54;;Appartement
382;4096;8;;MTE;DU CHASTEL;2;35.65;46;;Appartement
383;4070;5;B;AV;DES THERMES;1;21.35;23;;Appartement
384;4226;;;RES;LA BERANGERE;1;32.84;33;;Appartement
385;4230;5004;;AV;GEORGES DE SALVE;1;19.28;19;;Appartement
386;4209;30;;AV;DES ARCADES;2;55.5;61;;Appartement
387;4070;15;;CHE;DES AJONCS;4;73.48;75;;Appartement
388;4209;40;;AV;JEAN MOULIN;3;75.06;74;;Appartement
389;4112;4;;RUE;DES ALPES;4;83.46;82;;Appartement
