id_bien;code_com_dep_5;No voie;B/T/Q;Type de voie;Voie;Nombre pieces principales;Surface Carrez du 1er lot;Surface reelle bati;Surface terrain;Type local
21775;90010;6;;AV;DU CHATEAU D EAU;3;14.01;62;;Appartement
21776;90010;21;;RUE;ALBERT THOMAS;3;74.48;78;;Appartement
21777;90010;4;;RUE;DE LA 1ERE ARMEE FRANCAISE;2;21.07;35;;Appartement
21778;90010;30;A;RUE;DE CRONSTADT;2;40.84;42;;Appartement
21779;90010;70;;FG;DE MONTBELIARD;2;62.78;66;;Appartement
21780;91086;4;;RUE;DES MARRONNIERS;3;64.53;67;;Appartement
21781;91174;19;;RUE;DE VILLOISON;2;39.99;40;;Appartement
21782;91097;5;;RUE;DES JARDINS;5;103.91;93;;Maison
21783;91097;9;;ALL;DES PLATANES;4;77.77;81;;Appartement
21784;91174;7;;RUE;DES ERABLES;3;61.9;61;;Appartement
21785;91097;7;;AV;DU GAL CHARLES DE GAULLE;5;92.72;94;;Appartement
21786;91114;60;;AV;DU PETIT CHATEAU;2;43.37;45;;Appartement
21787;91228;2;;RUE;GEOFFROY ST HILAIRE;5;88.92;88;;Appartement
21788;91225;10;;RES;LES BOIS DU CERF;6;146.94;168;;Maison
21789;91386;3;;RUE;DE L ABREUVOIR;3;43.89;44;;Appartement
21790;91114;14;;RUE;DES VALLEES;3;75.07;74;;Appartement
21791;91386;4;;RUE;DU PUITS MASSE;2;27.25;28;;Appartement
21792;91228;301;;QUAI;AUX FLEURS;4;72.75;75;;Appartement
21793;91659;21;;AV;DU 8 MAI 1945;3;52.83;55;;Appartement
21794;91691;9;;RUE;HENRIETTE;4;115.7;85;;Maison
21795;91179;20;;RUE;DES GRES;2;13.35;40;;Appartement
21796;91045;20;;RUE;AMPERE;4;89;89;;Maison
21797;91225;3;;RES;LES BOIS DU CERF;3;101.66;101;;Appartement
21798;91573;1;;RUE;MOZART;2;44.3;44;;Appartement
21799;91386;16;;AV;DARBLAY;4;80.2;81;;Appartement
21800;91573;2;;RUE;CHANTAL MAUDUIT;2;52.84;57;;Appartement
21801;91174;98;;RUE;ST SPIRE;1;15.8;14;;Appartement
21802;91201;15;;PL;ST REMY;3;64.77;64;;Appartement
21803;91228;11;;SQ;ALBERT EINSTEIN;3;66.25;66;;Appartement
21804;91174;38;;BD;DE FONTAINEBLEAU;3;71.64;69;;Appartement
21805;91631;14;;RES;DOMAINE DES BOIS JARCY;6;179;180;;Maison
21806;91386;2;;SEN;DE LA BOUILLARDE;2;40.42;40;;Appartement
21807;91191;2;;RUE;PASCAL;3;54.08;54;;Appartement
21808;91421;29;;RUE;CORNEILLE;2;31.17;30;;Appartement
21809;91600;8;;AV;DU GENERAL DE GAULLE;1;26.54;29;;Appartement
21810;91174;30;;RUE;VIGIER;2;43.4;44;;Appartement
21811;91657;7;;RUE;HENRI ROSSIGNOL;3;65.02;64;;Appartement
21812;91691;9;;ALL;LAVOISIER;4;77.06;78;;Maison
21813;91228;23;;RES;LE PARC DE PETIT BOURG;4;66.7;67;;Appartement
21814;91114;43;;RUE;DES 3 CHENES;4;69.17;63;;Appartement
21815;91086;4;D;RUE;CAROLINE RIER;3;66.05;66;;Appartement
21816;91691;113;;RUE;CHARLES DE GAULLE;4;55.5;57;;Appartement
21817;91228;1;;RUE;ALPHONSE LAVERAN;2;54.36;56;;Appartement
21818;91631;4;;CHE;DU FOUR A PAIN;3;50.23;49;;Appartement
21819;91174;3;;RUE;DU BELVEDERE;3;58;58;;Appartement
21820;91244;;;RES;LES JARDINS DE LA BALE;1;37.39;36;;Appartement
21821;91553;1;B;RUE;DE ROCHEFORT;2;36.19;30;;Appartement
21822;91340;2;;RUE;DU HUREPOIX;3;64;64;;Appartement
21823;91577;107;;RTE;DE MELUN;2;31.56;31;;Appartement
21824;91421;5;;RUE;DU GENERAL LECLERC;3;66.56;67;;Appartement
21825;91201;8;;RUE;DES ANEMONES;3;63.54;59;;Appartement
21826;91045;42;;RUE;DU MARTROY;5;95.37;91;;Appartement
21827;91201;14;;BD;DU GENERAL DE GAULLE;4;92.45;92;;Appartement
21828;91659;5307;;;LE MOULIN DE VILLOISON;3;98.18;98;;Appartement
21829;91521;24;;RUE;EDMOND BONTE;1;22.12;28;;Appartement
21830;91573;7;;RUE;BARON LACAZE;2;48.8;40;;Appartement
21831;91228;6;;SQ;LA BRUYERE;4;78.33;78;;Appartement
21832;91174;7;B;RUE;DU PERE LEGRIS;1;18.7;18;;Appartement
21833;91649;18;;RUE;FREDERIC JOLIOT CURIE;6;110.88;106;;Maison
21834;91191;28;;AV;JEAN JAURES;3;54;52;;Appartement
21835;91174;16;;CHE;DE LA CAVIGNON;3;64;62;;Appartement
21836;91691;47;;RUE;DE CONCY;3;68.04;65;;Appartement
21837;91191;38;;RUE;ALBERT THOMAS;4;96.32;83;;Appartement
21838;91097;21;;VIL;DES MERISIERS;5;93.49;83;;Maison
21839;91179;27;;AV;GABRIELLE D'ESTREES;3;71.15;72;;Appartement
21840;91521;6;;PL;DU CHANOINE BOS;2;52.06;51;;Appartement
21841;91225;1;;SQ;D ANTIN;4;80.97;81;;Appartement
21842;91521;9001;;FRM;DU TEMPLE;3;58.71;52;;Appartement
21843;91691;9001;;RES;DU PARC DE BEAUREGARD;4;78.59;78;;Appartement
21844;91228;2;;RUE;JULES VALLES;4;83.65;84;;Appartement
21845;91600;9;;AV;DE LA LIBERATION;2;43.34;42;;Appartement
21846;91553;3;;RUE;DE TIGERY;2;45.2;45;;Appartement
21847;91228;23;;RUE;DE L'ORGE;3;65.4;69;;Appartement
21848;91521;8;;RES;DE LA THEUILLERIE;2;51.91;52;;Appartement
21849;91215;2;;VLA;DE CHAMPAGNE;4;67.89;73;;Appartement
21850;91215;6;;VLA;JACQUES OFFENBACH;3;65.35;65;;Appartement
21851;91097;9001;;RES;LES MARELLES;3;63.83;65;;Appartement
21852;91086;4;;RUE;DE L'ECOUTE S'IL PLEUT;3;66.15;66;;Appartement
21853;91514;45;;RUE;LA FONTAINE CORNAILLE;4;67.83;69;;Appartement
21854;91521;3;;RUE;DES DOCKS;2;42.34;42;;Appartement
21855;91657;46;;RUE;DU MUGUET;4;83.51;92;;Maison
21856;91228;7;;ALL;DU CABESTAN;6;130.55;116;;Maison
21857;91691;19;;RUE;DES HAIES;5;127.89;98;330;Maison
21858;91421;90;;RUE;DE LA JUSTICE;3;5153;53;;Appartement
21859;91521;24;;RUE;EDMOND BONTE;2;31.12;32;;Appartement
21860;91228;4;;RUE;DES FRERES LUMIERE;1;22.04;20;;Appartement
21861;91691;127;;RUE;CHARLES DE GAULLE;4;57.24;57;;Appartement
21862;91691;22;;RUE;RENE COTY;3;63.81;63;;Appartement
21863;91573;11;;RUE;DU COMMERCE;4;81.14;82;;Appartement
21864;91191;4;;RUE;THIROUX D ARCONVILLE;4;82.98;84;;Appartement
21865;91174;21;;RUE;DE LA PECHERIE;2;41.08;32;;Appartement
21866;91468;1;;IMP;DE LA TREILLE;4;80.02;79;;Maison
21867;91215;9;;RUE;DU BEAU REGARD;3;60.27;62;;Appartement
21868;91600;26;;AV;DU GENERAL DE GAULLE;3;49.92;52;;Appartement
21869;91215;2;;RUE;D'ALSACE LORRAINE;3;67.2;66;;Appartement
21870;91657;22;;RUE;DES ARBOUSIERS;3;60.1;60;;Maison
21871;91228;20;;ALL;JEAN ROSTAND;3;60.59;69;;Appartement
21872;91659;4;;AV;CASSIOPEE;2;47.6;47;;Appartement
21873;91174;25;;RUE;JEAN-JACQUES ROUSSEAU;2;29.54;32;;Appartement
21874;91174;2;;RUE;DE SOISY;1;38.58;50;;Appartement
21875;91521;30;;RUE;DES PASSEREAUX;3;60.56;58;;Appartement
21876;91657;1;;RUE;DE LA BENJAMINE;3;66.96;65;;Appartement
21877;91514;1;;VLA;PISSARO;3;57.84;62;;Appartement
21878;91174;85;;BD;JEAN JAURES;3;67.5;67;;Appartement
21879;91657;11;;RUE;DU VIEUX LOGIS;2;31.03;32;;Appartement
21880;91657;221;;AV;HENRI BARBUSSE;3;65.31;65;;Appartement
21881;91659;12;;RUE;JEAN JAURES;3;44.73;46;;Appartement
21882;91421;17;;RUE;VERLAINE;2;44.14;40;;Appartement
21883;91215;9;;AV;DU MARECHAL NEY;2;53.33;53;;Appartement
21884;91553;3;;RUE;DE TIGERY;2;41.57;45;;Appartement
21885;91521;9001;;FRM;DU TEMPLE;3;55.74;55;;Appartement
21886;91521;9001;;FRM;DU TEMPLE;4;70.64;64;;Appartement
21887;91691;183;;AV;DU GENERAL LECLERC;4;102.36;104;;Appartement
21888;91215;11;;AV;DU MARECHAL NEY;5;98.47;98;;Appartement
21889;91521;40;;RUE;JEAN JAURES;4;67.27;67;;Appartement
21890;91468;20;;RUE;CEPAGE BAKO;4;77.14;76;;Maison
21891;91228;25;;RUE;DE L'ESSONNE;4;74;76;;Maison
21892;91421;1;;RUE;PIERRE;2;27.55;35;;Appartement
21893;91657;9;;ALL;COLETTE;1;22.58;23;;Appartement
21894;91114;27;;RUE;DES GODEAUX;3;56.4;57;;Appartement
21895;91215;3;;RUE;DU BOISSELET;5;86.4;91;;Appartement
21896;91191;2;;AV;DE LA REPUBLIQUE;2;40.34;40;;Appartement
21897;91228;19;;RES;LE PARC DE PETIT BOURG;3;57.98;57;;Appartement
21898;91174;39;;BD;HENRI DUNANT;2;41.57;42;;Appartement
21899;91215;2;;RUE;D'ALSACE LORRAINE;3;66.75;66;;Appartement
21900;91174;94;;BD;JOHN KENNEDY;3;66.2;66;;Appartement
21901;91386;3;;RUE;DE MILLY;1;27.68;27;;Appartement
21902;91225;20;T;RUE;DE LA COGNETTE;5;168.12;101;;Maison
21903;91421;2;;RUE;ROSALIE;1;35.1;30;;Appartement
21904;91657;16;;RUE;JEAN MARIE DJIBAOU;4;83.6;80;;Maison
21905;91691;40;;RUE;GABRIEL PERI;2;25.79;25;;Appartement
21906;91421;17;;RUE;DE LA RES PARC CASCADES;3;69.2;68;;Appartement
21907;91228;37;;BD;DECAUVILLE;1;19;18;;Appartement
21908;91691;46;;RUE;PIERRE LOTI;4;83.2;83;;Appartement
21909;91174;58;;QUAI;JACQUES BOURGOIN;4;115.81;114;;Appartement
21910;91114;60;;AV;DU PETIT CHATEAU;5;78.79;68;;Appartement
21911;91114;4;;AV;DE CHALANDRAY;3;65.45;62;;Appartement
21912;91617;13;;RUE;G. ANTHONIOZ DE GAULLE;4;68.7;68;;Appartement
21913;91215;4;;AV;DU MARECHAL LANNES;1;42.93;43;;Appartement
21914;91045;13;B;RUE;DE CHEVANNES;4;96.3;95;;Maison
21915;91228;4;;SQ;DU GRAND FOC;6;118;116;;Maison
21916;91228;17;;CRS;MONSEIGNEUR ROMERO;3;67;66;;Appartement
21917;91421;41;;RUE;DES CHARMES;3;58.8;58;;Maison
21918;91174;55;;RUE;FERAY;2;37.3;42;;Appartement
21919;91421;29;;RUE;DU GENERAL LECLERC;1;25.9;27;;Appartement
21920;91521;30;;RUE;DU CHATEAU D'EAU;3;61.47;58;;Appartement
21921;91386;1;;RUE;LA FONTAINE;4;75.64;75;;Appartement
21922;91174;38;B;BD;JOHN KENNEDY;5;104.72;104;;Maison
21923;91174;9;;RUE;DU GENERAL LECLERC;3;52.9;62;;Appartement
21924;91386;5;;RES;LES ACACIAS;3;71.5;70;;Appartement
21925;91135;9;;RUE;DES MONTCELETS;4;89.21;88;;Maison
21926;91174;4;;RUE;MARCHAND;1;26.34;27;;Appartement
21927;91514;19;;RUE;DE LA REPUBLIQUE;2;39.3;38;;Appartement
21928;91191;38;;RUE;ALBERT THOMAS;4;88.38;83;;Appartement
21929;91514;6;;RUE;RESIDENCE LA FONTAINE;4;96.43;90;;Appartement
21930;91179;23;;AV;GABRIELLE D'ESTREES;3;73.07;72;;Appartement
21931;91114;5;;ALL;DES BICHES;1;17.51;14;;Appartement
21932;91521;8;;RES;DE LA THEUILLERIE;1;32.42;30;;Appartement
21933;91573;28;;PL;DU VIEUX MARCHE;3;56.1;58;;Maison
21934;91179;21;;AV;GABRIELLE D'ESTREES;3;68.57;67;;Appartement
21935;91228;11;;CHE;DES VIEILLES POSTES;1;32.41;32;;Appartement
21936;91691;4;;SQ;D'ANJOU;3;57.78;57;;Appartement
21937;91657;56;;RUE;DES CHENES;2;34.01;35;;Appartement
21938;91521;70;;RUE;DU TEMPLE;2;26.25;33;;Appartement
21939;91521;9001;;FRM;DU TEMPLE;3;56.89;52;;Appartement
21940;91521;13;;RTE;DE GRIGNY;2;41.7;41;;Appartement
21941;91521;2;;AV;GAMBETTA;2;54;52;;Appartement
21942;91521;7;;RUE;D'AQUITAINE;3;60.74;60;;Appartement
21943;91174;124;;RUE;DE GOURNAY;1;18.79;40;;Appartement
21944;91228;7;;SQ;LA BRUYERE;3;65.52;66;;Appartement
21945;91201;9001;;;OR SENART DU BELLAY;3;68.49;75;;Appartement
21946;91648;4;;RUE;DES MARQUANTS;2;38.34;39;;Appartement
21947;91215;6;;RUE;SERPENTE;3;58.24;59;;Appartement
21948;91215;31;;RUE;SERPENTE;2;41.51;49;;Appartement
21949;91228;4;;SQ;ARTHUR RIMBAUD;2;46;47;;Appartement
21950;91201;126;;BD;HENRI BARBUSSE;3;109.79;106;;Appartement
21951;91215;36;;RUE;HENRI LOT;3;54.6;60;130;Maison
21952;91114;45;;RUE;DES 3 CHENES;3;69.59;68;;Appartement
21953;91228;33;;IMP;DES JOURNALIERS;1;33.46;33;;Appartement
21954;91114;12;;RUE;CURIE;6;116.19;116;;Maison
21955;91201;9001;;;OR SENART ANDERSEN;3;69.29;67;;Appartement
21956;91191;16;;AV;JEAN JAURES;1;30;31;;Appartement
21957;91421;14;;RUE;POVOA DE VARZIM;2;52.15;50;;Appartement
21958;91386;17;;RUE;DE LA SABLIERE;3;53.31;50;;Appartement
21959;91244;;;RES;LES JARDINS DE LA BALE;2;43.95;44;;Appartement
21960;91228;51;;RUE;HENRI ROCHEFORT;1;32.54;32;;Appartement
21961;91097;47;;VIL;DES SORBIERS;6;99.23;92;;Maison
21962;91228;6;;RUE;DES FRERES LUMIERE;3;60.49;60;;Appartement
21963;91201;15;;RUE;DES ANEMONES;2;46.71;45;;Appartement
21964;91228;1;;RUE;DES FRERES LUMIERE;2;30.07;31;;Appartement
21965;91577;62;;;LES HAMEAUX DE SEINE;5;120.86;118;;Maison
21966;91097;11;;RUE;MARCEL PAGNOL;2;44.8;45;;Appartement
21967;91191;13;;AV;DE LA REPUBLIQUE;3;60.3;60;;Appartement
21968;91659;5307;;;LE MOULIN DE VILLOISON;3;55.11;50;;Appartement
21969;91191;2;;RUE;THIROUX D ARCONVILLE;4;84.72;87;;Appartement
21970;91174;32;;RUE;DU DOCTEUR VIGNES;1;19.19;21;;Appartement
21971;91421;128;;AV;DE LA REPUBLIQUE;1;37.05;36;;Appartement
21972;91657;40;;RUE;HENRI MARTIN;2;34.39;33;;Appartement
21973;91573;9;;RUE;VIVALDI;4;82.37;81;;Appartement
21974;91086;25;;RUE;CHARLES DE GAULLE;3;65.31;66;;Appartement
21975;91191;16;;AV;JEAN JAURES;2;65.83;66;;Appartement
21976;91600;8;;BD;DE VANDEUL;2;30.83;32;;Appartement
21977;91657;3;;ALL;COLETTE;3;60.14;58;;Appartement
21978;91691;1;;AV;DU MARECHAL JUIN;2;50.17;50;;Appartement
21979;91097;9001;;;LA GRANGE AUX BELLES;5;93.95;94;;Appartement
21980;91573;13;;RUE;DU COMMERCE;3;66.59;67;;Appartement
21981;91097;3;;ALL;DES PLATANES;4;78.1;81;;Appartement
21982;91691;22;;RUE;GAY LUSSAC;5;87;89;;Maison
21983;91097;1;;ALL;DES PLATANES;4;78.54;81;;Appartement
21984;91691;20;;RUE;PIERRE LOTI;3;72.5;73;;Appartement
21985;91691;30;;RUE;MARCEAU BAILLOT;1;32.56;33;;Appartement
21986;91097;30;;;CLOS DE LA HIBOUTIERE;4;72.9;73;;Appartement
21987;91215;9;;ALL;DU COMTE DE PROVENCE;4;80.34;80;;Maison
21988;91174;39;;RUE;DE LA DAUPHINE;1;34.11;34;;Appartement
21989;91521;21;;RUE;DES OISEAUX;3;62.73;63;;Appartement
21990;91657;20;;RUE;DES CEDRES;4;81.3;84;;Maison
21991;91174;15;;PL;GALIGNANI;2;32.01;34;;Appartement
21992;91114;52;;AV;DU PETIT CHATEAU;3;56.03;56;;Appartement
21993;91228;2;;AV;DE L EGLISE;6;122.67;125;;Appartement
21994;91228;37;;BD;DECAUVILLE;1;21.8;20;;Appartement
21995;91228;25;;BD;DECAUVILLE;3;60.09;60;;Appartement
21996;91228;12;A;SQ;ELIE RECLUS;5;113.63;103;;Maison
21997;91691;27;;AV;DE LA RESISTANCE;2;63.08;53;;Maison
21998;91097;4;;RUE;DE L'ERABLE;2;40.11;42;;Appartement
21999;91228;33;;BD;FRANCOIS MITTERRAND;3;62.61;66;;Appartement
22000;91228;8;;RUE;HENRI DUNANT;3;67.22;67;;Appartement
22001;91691;49;;RUE;BOILEAU;3;60.12;61;;Appartement
22002;91179;21;;AV;GABRIELLE D'ESTREES;1;22.35;22;;Appartement
22003;91228;37;;BD;DECAUVILLE;1;19.1;19;;Appartement
22004;91174;14;;AV;DE LA MONTAGNE DES GLAISES;5;91.74;86;;Appartement
22005;91225;2;C;RES;LES BOIS DU CERF;3;82.1;82;;Appartement
22006;91228;203;;RUE;CHAMPOLLION;5;139.68;137;;Appartement
22007;91174;26;;PL;LEON CASSE;3;61.95;62;;Appartement
22008;91215;3;;RUE;GEORGES BIZET;4;71.26;70;;Appartement
22009;91201;44;B;AV;DE BELLEVUE;6;112.21;104;106;Maison
22010;91386;1;;RUE;DE L ABREUVOIR;3;60.09;60;;Appartement
22011;91691;12;;RUE;DES BOIS CAILLIS;5;92;93;;Appartement
22012;91174;4;;RLE;DU MORT VOISIN;1;56.42;55;;Appartement
22013;91691;28;;RUE;PIERRE LOTI;3;72.93;73;;Appartement
22014;91097;4;;RUE;DE ROCHOPT;4;69.27;72;;Appartement
22015;91386;7;;AV;DU BOIS CHAPET;4;77.41;77;;Appartement
22016;91215;29;;RUE;SERPENTE;4;64.85;72;;Appartement
22017;91097;3;;RUE;DU BESLY;3;62.97;65;;Appartement
22018;91097;4;;ALL;LANCELOT DU LAC;4;84.46;75;;Maison
22019;91617;42;;RUE;DE LA BERGERIE;3;58.46;58;;Appartement
22020;91521;43;;RUE;JEAN JAURES;4;68.83;67;;Appartement
22021;91600;20;;RUE;DU BAC DE RIS;3;76.21;74;;Appartement
22022;91577;114;;RTE;DE MELUN;4;134.06;134;;Appartement
22023;91573;2;;PL;DE LA LIBERTE;3;57.77;58;;Appartement
22024;91114;50;;AV;DU PETIT CHATEAU;3;66.6;66;;Appartement
22025;91468;10;;IMP;DES RAYERES;2;37.71;38;;Appartement
22026;91657;4;;ALL;COLETTE;3;54.6;54;;Appartement
22027;91386;6;B;RUE;DU FOUR A CHAUX;3;69.85;70;;Appartement
22028;91468;14;;IMP;DE LA TONNELLE;4;80.72;79;;Maison
22029;91573;1;;RUE;MOZART;4;75.68;75;;Appartement
22030;91215;6;;VLA;JACQUES OFFENBACH;2;48.75;47;;Appartement
22031;91174;3;;RUE;DES ERABLES;2;40.25;40;;Appartement
22032;91691;48;;RUE;HENRI BARBUSSE;1;26.17;26;;Appartement
22033;91386;3;;RUE;LA FONTAINE;1;22.99;26;;Appartement
22034;91174;8;;RUE;HELOISE;2;42.13;42;;Appartement
22035;91215;4;;RUE;DU DOCTEUR LAENNEC;4;80.57;82;;Maison
22036;91521;9001;;FRM;DU TEMPLE;4;70.66;64;;Appartement
22037;91691;3;;RUE;MARCELLIN BERTHELOT;5;98.16;101;;Maison
22038;91174;60;;RUE;D'ANGOULEME;1;62.09;37;;Appartement
22039;91114;9001;;PL;DE LA PYRAMIDE;3;70.28;70;;Appartement
22040;91174;41;;RUE;DU BAS COUDRAY;2;39.84;41;;Appartement
22041;91577;22;;GR;GRDE RUE CHARLES DE GAULLE;3;76.86;76;;Appartement
22042;91521;4;;AV;DE L'ESSONNE;3;60.75;61;;Appartement
22043;91421;7;;CHE;DESSOUS VIGNES NOUZET;2;34.3;32;;Appartement
22044;91215;18;;AV;VICTOR HUGO;3;59.44;61;;Appartement
22045;91174;3;;RUE;CAMILLE CLAUDEL;4;74.75;74;;Appartement
22046;91573;2;;RUE;DU CLOS GUINAULT;3;79.62;77;;Appartement
22047;91600;7;;RUE;NOTRE DAME;3;44.37;50;;Appartement
22048;91114;7;;RUE;DU ROLE;3;82.9;82;;Appartement
22049;91521;2;;PL;DU CHANOINE BOS;4;77.04;78;;Appartement
22050;91174;6;;RUE;MARCHAND;3;54.7;54;;Appartement
22051;91174;34;;RUE;DE SEINE;3;72.3;72;;Appartement
22052;91191;3;;RUE;PIERRE CURIE;2;37.18;35;;Appartement
22053;91191;2;;ALL;LUCIEN COUPAYE;4;80.06;78;;Appartement
22054;91201;67;;AV;DE BELLEVUE;3;57.62;58;;Appartement
22055;91691;6;;SQ;DE BRETAGNE;3;56.01;57;;Appartement
22056;91421;2;;CHE;DESSUS VIGNES NOUZET;6;104.15;105;;Appartement
22057;91174;184;;BD;JOHN KENNEDY;2;44.74;45;;Appartement
22058;91421;23;;RUE;DE LA CHATAIGNERAIE;5;168.96;100;;Maison
22059;91135;19;;RUE;DES ETANGS;4;82.03;79;;Maison
22060;91215;15;;VLA;LEONARD DE VINCI;3;71.82;67;61;Maison
22061;91174;29;;QUAI;MAURICE RIQUIEZ;1;34.19;36;;Appartement
22062;91648;10;;PL;DE LA MAIRIE;2;40.55;42;;Appartement
22063;91086;11;;RUE;DE LA PRIEUREE;3;77.3;74;;Appartement
22064;91114;14;;AV;GALLIENI;4;111;73;;Appartement
22065;91174;2;;RUE;CHARLES DREZET;1;23.81;23;;Appartement
22066;91191;27;;RUE;BOILEAU;4;66.35;67;;Appartement
22067;91215;1;;AV;VICTOR HUGO;3;60.76;63;;Appartement
22068;91097;5;;ALL;DES PLATANES;3;63.83;65;;Appartement
22069;91691;5;;SQ;DES CEVENNES;3;57.7;57;;Appartement
22070;91691;6;;SQ;D'ANJOU;3;57.55;57;;Appartement
22071;91617;1;;RUE;GALILEE;3;73.52;71;;Appartement
22072;91174;190;;BD;JOHN KENNEDY;3;60.3;60;;Appartement
22073;91691;9;;RUE;DES PRIMEVERES;4;81.47;81;;Appartement
22074;91114;24;;RUE;DE LA REPUBLIQUE;4;72;69;;Appartement
22075;91421;27;;AV;DE LA REPUBLIQUE;1;14.98;14;;Appartement
22076;91114;9001;;PL;DE LA PYRAMIDE;2;56.45;56;;Appartement
22077;91691;111;;RUE;CHARLES DE GAULLE;3;47.78;47;;Appartement
22078;91114;7;;;PTE AVE DE LA PYRAMIDE;2;42.99;45;;Appartement
22079;91215;25;;ALL;JEAN PARIS DE MONTMARTEL;4;79.36;80;;Maison
22080;91386;6;;RUE;DE MILLY;1;18.49;19;;Appartement
22081;91386;23;;RUE;DU PETIT MENNECY;1;32.56;30;;Appartement
22082;91215;2;;VLA;DU POITOU;4;70.91;73;;Appartement
22083;91386;31;;RUE;LA FONTAINE;1;28;27;;Appartement
22084;91135;5;;RUE;DE LA MARIVOISE;5;93.48;93;;Maison
22085;91174;4;;RUE;DE VILLOISON;2;42.5;42;;Appartement
22086;91228;1;;RUE;DE LA DAME DU LAC;3;76.79;76;;Appartement
22087;91174;114;;RUE;DE GOURNAY;1;66.6;67;;Appartement
22088;91691;3;;RUE;ROYALE;5;82.16;96;;Maison
22089;91174;10;B;;CLOITRE ST SPIRE;2;44.42;43;;Appartement
22090;91114;54;;RUE;DE MONTGERON;2;60.06;57;;Appartement
22091;91691;4;;IMP;DE LA CLOSERIE;5;132.63;130;;Maison
22092;91514;22;;RUE;MERE MARIE PIA;2;69.19;66;;Appartement
22093;91174;2;;PL;VAILLANT COUTURIER;4;91.5;94;;Appartement
22094;91521;9001;;FRM;DU TEMPLE;3;60.69;52;;Appartement
22095;91657;6;;ALL;DANTON;5;90.02;86;;Maison
22096;91114;55;;AV;GALLIENI;4;62.09;62;;Appartement
22097;91386;23;;RUE;DU PETIT MENNECY;1;30.2;30;;Appartement
22098;91097;9001;;RES;LES MARELLES;4;82.72;83;;Appartement
22099;91174;26;;RUE;JEAN PIESTRE;3;58.65;58;;Appartement
22100;91228;4;;PL;LAVOISIER;4;83.95;82;;Appartement
22101;91215;11;;AV;DU MARECHAL NEY;4;79;79;;Appartement
22102;91553;22;;RUE;DU VIEUX MARCHE;1;32.01;32;;Appartement
22103;91191;3;;AV;JEAN JAURES;1;37.68;37;;Appartement
22104;91114;6;;PL;SAINT MEDARD;2;47.6;48;;Appartement
22105;91421;18;;AV;DE LA VENERIE;5;129.77;126;;Appartement
22106;91225;33;;RES;LES BOIS DU CERF;4;97.72;98;;Appartement
22107;91228;38;;RUE;ALPHONSE DAUDET;3;64.89;62;;Appartement
22108;91691;9001;;RUE;DU CLOS DES ABBESSES;3;59.85;49;;Appartement
22109;91691;6;;RUE;PIERRE LOTI;3;70.19;73;;Appartement
22110;91340;13;;RUE;DE L'ARCHE;3;63.9;64;;Appartement
22111;91174;46;;RUE;ST SPIRE;0;9.91;10;;Appartement
22112;91174;62;;RUE;FERAY;2;35.94;34;;Appartement
22113;91191;2;;RUE;THIROUX D ARCONVILLE;3;69.62;68;;Appartement
22114;91114;27;;RUE;DE LA REPUBLIQUE;3;79.56;70;;Appartement
22115;91174;190;;BD;JOHN KENNEDY;3;62.2;62;;Appartement
22116;91174;80;T;RUE;FERAY;4;75.62;76;;Appartement
22117;91114;14;;RUE;DES VALLEES;4;83.22;82;;Appartement
22118;91114;9;;RUE;PHILISBOURG;3;70.98;77;;Appartement
22119;91421;23;;AV;DE LA REPUBLIQUE;1;19.43;16;;Appartement
22120;91228;23;;RUE;DE L'ORGE;3;65.7;69;;Appartement
22121;91228;3;;SQ;BABORD;5;110.77;107;;Maison
22122;91386;6;;RES;LES ACACIAS;5;98;96;;Appartement
22123;91228;66;;RUE;DE L'ESSONNE;2;46;46;;Appartement
22124;91340;11;;ALL;DE LA BRIE;4;85.34;84;;Maison
22125;91191;59;;AV;DE LA REPUBLIQUE;4;109.23;112;;Appartement
22126;91228;25;;BD;DECAUVILLE;2;42.02;42;;Appartement
22127;91691;12;;;RES DU BOIS DES GODEAUX;4;79.88;72;;Maison
22128;91215;3;;VLA;DE LA MARELLE;3;56.91;56;164;Maison
22129;91201;212;;BD;HENRI BARBUSSE;4;83.94;83;;Appartement
22130;91657;1;;RUE;DU BEL AIR;3;76.61;74;;Appartement
22131;91228;11;;RUE;NETTIE STEVENS;2;37.4;37;;Appartement
22132;91174;14;;RUE;RENE CASSIN;3;58.37;58;;Appartement
22133;91174;42;;RUE;JEAN-JACQUES ROUSSEAU;2;28.9;40;;Appartement
22134;91228;30;;RUE;DU MARQUIS DE RAIES;1;30.35;31;;Appartement
22135;91225;28;;RES;LES BOIS DU CERF;7;144.05;145;;Maison
22136;91228;2;;SQ;CHARLES BAUDELAIRE;4;82.07;78;;Appartement
22137;91514;44;;RUE;LA FONTAINE CORNAILLE;3;58.34;62;;Appartement
22138;91228;3;;RUE;ANDRE LALANDE;1;27.6;27;;Appartement
22139;91174;5;;AV;CARNOT;2;19.38;22;;Appartement
22140;91573;122;;RUE;DU GRAND MAURY;5;92.24;97;;Maison
22141;91097;1;;RES;LES MARELLES;2;43;45;;Appartement
22142;91174;16;;RUE;DU DOCTEUR VIGNES;1;29.04;28;;Appartement
22143;91691;32;;RUE;DE LA GRANGE;3;80.71;60;;Appartement
22144;91228;4;;RUE;DE L ECOLE;2;47.39;47;;Appartement
22145;91086;12;;RUE;DES TROIS PARTS;3;60.44;61;;Appartement
22146;91174;1;;RUE;DE LA POTERIE;1;31.39;26;;Appartement
