cod_dep_com_5;CODDEP;nom_commune_maj;code_postal;Population totale
27495;27;LA ROQUETTE;;239
27496;27;ROSAY-SUR-LIEURE;;522
27497;27;ROUGEMONTIERS;;1062
27498;27;ROUGE-PERRIERS;;371
27500;27;ROUTOT;;1735
27501;27;ROUVRAY;;265
27502;27;RUGLES;27250;2242
27504;27;SACQUENVILLE;;1326
27505;27;SAINT-AGNAN-DE-CERNIERES;;166
27507;27;SAINT-ANDRE-DE-L'EURE;;4097
27508;27;SAINT-ANTONIN-DE-SOMMAIRE;;200
27511;27;SAINT-AUBIN-D'ECROSVILLE;;732
27512;27;SAINT-AUBIN-DE-SCELLON;;343
27514;27;SAINT-AUBIN-DU-THENNEY;;382
27516;27;TREIS-SANTS-EN-OUCHE;;1446
27517;27;SAINT-AUBIN-SUR-GAILLON;;2140
27518;27;SAINT-AUBIN-SUR-QUILLEBEUF;;762
27520;27;SAINT-BENOIT-DES-OMBRES;;143
27521;27;SAINT-CHRISTOPHE-SUR-AVRE;;144
27522;27;SAINT-CHRISTOPHE-SUR-CONDE;;440
27524;27;SAINTE-COLOMBE-LA-COMMANDERIE;;874
27525;27;SAINTE-COLOMBE-PRES-VERNON;;316
27527;27;SAINT-CYR-DE-SALERNE;;212
27528;27;LE VAUDREUIL;;3763
27529;27;SAINT-CYR-LA-CAMPAGNE;;444
27530;27;SAINT-DENIS-D'AUGERONS;;85
27531;27;SAINT-DENIS-DES-MONTS;;210
27533;27;SAINT-DENIS-LE-FERMENT;;514
27534;27;SAINT-DIDIER-DES-BOIS;;896
27535;27;SAINT-ELIER;;447
27536;27;SAINT-ELOI-DE-FOURQUES;;553
27537;27;SAINT-ETIENNE-DU-VAUVRAY;;890
27538;27;SAINT-ETIENNE-L'ALLIER;;556
27539;27;SAINT-ETIENNE-SOUS-BAILLEUL;;398
27540;27;SAINTE-GENEVIEVE-LES-GASNY;;685
27541;27;LE MESNIL-SAINT-JEAN;;226
27542;27;SAINT-GEORGES-DU-VIEVRE;;902
27543;27;SAINT-GEORGES-MOTEL;;898
27544;27;SAINT-GERMAIN-DE-FRESNEY;;209
27545;27;SAINT-GERMAIN-DE-PASQUIER;;128
27546;27;SAINT-GERMAIN-DES-ANGLES;;170
27547;27;SAINT-GERMAIN-LA-CAMPAGNE;;892
27548;27;SAINT-GERMAIN-SUR-AVRE;;1199
27550;27;SAINT-GREGOIRE-DU-VIEVRE;;314
27552;27;SAINT-JEAN-DU-THENNEY;;254
27553;27;SAINT-JULIEN-DE-LA-LIEGUE;;424
27554;27;LA CHAPELLE-LONGUEVILLE;;3443
27555;27;SAINT-LAURENT-DES-BOIS;;251
27556;27;SAINT-LAURENT-DU-TENCEMENT;;65
27557;27;SAINT-LEGER-DE-ROTES;;470
27558;27;SAINT-LEGER-DU-GENNETEY;;185
27560;27;SAINT-LUC;;263
27561;27;SAINT-MACLOU;;663
27562;27;SAINT-MARCEL;;4561
27563;27;SAINT-MARDS-DE-BLACARVILLE;;848
27564;27;SAINT-MARDS-DE-FRESNE;;339
27565;27;LE LESME;;690
27567;27;SAINTE-MARIE-DE-VATIMESNIL;;286
27568;27;SAINTE-MARTHE;;503
27569;27;SAINT-MARTIN-DU-TILLEUL;;255
27570;27;SAINT-MARTIN-LA-CAMPAGNE;;102
27571;27;SAINT-MARTIN-SAINT-FIRMIN;;346
27572;27;SAINT-MESLIN-DU-BOSC;;293
27576;27;SAINTE-OPPORTUNE-DU-BOSC;;665
27577;27;SAINTE-OPPORTUNE-LA-MARE;;446
27578;27;SAINTE-MARIE-D'ATTEZ;;612
27579;27;SAINT-OUEN-DE-PONTCHEUIL;;101
27580;27;SAINT-OUEN-DE-THOUBERVILLE;;2457
27582;27;SAINT-OUEN-DU-TILLEUL;;1712
27584;27;SAINT-PAUL-DE-FOURQUES;;291
27586;27;SAINT-PHILBERT-SUR-BOISSEY;;174
27587;27;SAINT-PHILBERT-SUR-RISLE;;795
27589;27;SAINT-PIERRE-DE-BAILLEUL;;1000
27590;27;SAINT-PIERRE-DE-CERNIERES;;239
27591;27;SAINT-PIERRE-DE-CORMEILLES;;607
27592;27;SAINT-PIERRE-DE-SALERNE;;249
27593;27;SAINT-PIERRE-DES-FLEURS;;1636
27594;27;SAINT-PIERRE-DES-IFS;;277
27595;27;SAINT-PIERRE-DU-BOSGUERARD;;1025
27597;27;SAINT-PIERRE-DU-VAL;;586
27598;27;SAINT-PIERRE-DU-VAUVRAY;;1275
27599;27;SAINT-PIERRE-LA-GARENNE;;921
27601;27;SAINT-SAMSON-DE-LA-ROQUE;;443
27602;27;SAINT-SEBASTIEN-DE-MORSENT;;5763
27603;27;SAINT-SIMEON;;319
27604;27;SAINT-SULPICE-DE-GRIMBOUVILLE;;159
27605;27;SAINT-SYLVESTRE-DE-CORMEILLES;;242
27606;27;SAINT-SYMPHORIEN;;489
27608;27;SAINT-VICTOR-DE-CHRETIENVILLE;;455
27609;27;SAINT-VICTOR-D'EPINE;;339
27610;27;SAINT-VICTOR-SUR-AVRE;;57
27611;27;SAINT-VIGOR;;331
27612;27;SAINT-VINCENT-DES-BOIS;;339
27613;27;SAINT-VINCENT-DU-BOULAY;;383
27614;27;SANCOURT;;169
27615;27;SASSEY;;195
27616;27;LA SAUSSAYE;;1942
27617;27;SAUSSAY-LA-CAMPAGNE;;539
27618;27;SEBECOURT;;481
27620;27;SELLES;;467
27621;27;SEREZ;;175
27622;27;SERQUIGNY;;1907
27623;27;SURTAUVILLE;;501
27624;27;SURVILLE;;907
27625;27;SUZAY;;361
27627;27;LE THEIL-NOLENT;;257
27629;27;THIBERVILLE;;1805
27630;27;THIBOUVILLE;;358
27631;27;THIERVILLE;;376
27632;27;LE THIL;;587
27633;27;LES THILLIERS-EN-VEXIN;;499
27635;27;LE THUIT;;142
27638;27;LE THUIT DE L'OISON;;3752
27640;27;TILLEUL-DAME-AGNES;;196
27641;27;LE TILLEUL-LAMBERT;;265
27643;27;TILLIERES-SUR-AVRE;;1092
27644;27;TILLY;;599
27645;27;TOCQUEVILLE;;159
27646;27;LE TORPT;;451
27649;27;TOUFFREVILLE;;360
27650;27;TOURNEDOS-BOIS-HUBERT;;476
27652;27;TOURNEVILLE;;318
27654;27;TOURVILLE-LA-CAMPAGNE;;1133
27655;27;TOURVILLE-SUR-PONT-AUDEMER;;890
27656;27;TOUTAINVILLE;;1342
27658;27;LE TREMBLAY-OMONVILLE;;368
27659;27;LA TRINITE;;129
27660;27;LA TRINITE-DE-REVILLE;;239
27661;27;LA TRINITE-DE-THOUBERVILLE;;434
27662;27;TRIQUEVILLE;;341
27663;27;LE TRONCQ;;171
27664;27;LE TRONQUAY;;520
27665;27;TROUVILLE-LA-HAULE;;775
27666;27;LA VACHERIE;;584
27667;27;VALAILLES;;393
27668;27;LE VAL-DAVID;;712
27669;27;VALLETOT;;447
27670;27;VANDRIMARE;;979
27671;27;VANNECROCQ;;171
27672;27;VASCOEUIL;;358
27673;27;VATTEVILLE;;182
27674;27;VAUX-SUR-EURE;;274
27677;27;VENON;;421
27678;27;LES VENTES;;1064
27679;27;VERNEUIL D'AVRE ET D'ITON;;7978
27680;27;VERNEUSSES;;199
27681;27;VERNON;27200;24404
27682;27;VESLY;;673
27683;27;VEZILLON;;235
27684;27;LE VIEIL-EVREUX;;845
27685;27;LA VIEILLE-LYRE;;677
27686;27;VIEUX-PORT;;48
27689;27;VILLEGATS;;364
27690;27;VILLERS-EN-VEXIN;;312
27691;27;VILLERS-SUR-LE-ROULE;;882
27692;27;VILLETTES;;167
27693;27;SYLVAINS-LES-MOULINS;;1328
27694;27;VILLEZ-SOUS-BAILLEUL;;329
27695;27;VILLEZ-SUR-LE-NEUBOURG;;287
27696;27;VILLIERS-EN-DESOEUVRE;;949
27697;27;VIRONVAY;;347
27698;27;VITOT;;572
27699;27;VOISCREVILLE;;122
27700;27;VRAIVILLE;;733
27701;27;VAL-DE-REUIL;;13197
28001;28;ABONDANT;;2446
28003;28;ALLAINVILLE;;143
28004;28;ALLONNES;;319
28005;28;ALLUYES;;837
28006;28;AMILLY;;1872
28007;28;ANET;28260;2800
28008;28;ARDELLES;;208
28009;28;ARDELU;;73
28010;28;ARGENVILLIERS;;333
28012;28;COMMUNE NOUVELLE D'ARROU;;3716
28013;28;AUNAY-SOUS-AUNEAU;;1574
28014;28;AUNAY-SOUS-CRECY;;675
28015;28;AUNEAU-BLEURY-SAINT-SYMPHORIEN;;6177
28016;28;LES AUTELS-VILLEVILLON;;137
28018;28;AUTHON-DU-PERCHE;;1517
28019;28;BAIGNEAUX;;212
28021;28;BAILLEAU-LE-PIN;;1611
28022;28;BAILLEAU-L'EVEQUE;;1170
28023;28;BAILLEAU-ARMENONVILLE;;1402
28024;28;BARJOUVILLE;;1782
28025;28;BARMAINVILLE;;109
28026;28;BAUDREVILLE;;246
28027;28;LA BAZOCHE-GOUET;;1244
28028;28;BAZOCHES-EN-DUNOIS;;265
28029;28;BAZOCHES-LES-HAUTES;;325
28030;28;BEAUCHE;;283
28031;28;BEAUMONT-LES-AUTELS;;501
28032;28;BEAUVILLIERS;;343
28033;28;BELHOMERT-GUEHOUVILLE;;831
28034;28;BERCHERES-SAINT-GERMAIN;;900
28035;28;BERCHERES-LES-PIERRES;;1002
28036;28;BERCHERES-SUR-VESGRE;;867
28037;28;BEROU-LA-MULOTIERE;;339
28038;28;BETHONVILLIERS;;117
28039;28;BEVILLE-LE-COMTE;;1702
28040;28;BILLANCELLES;;333
28041;28;BLANDAINVILLE;;278
28045;28;BOISSY-EN-DROUAIS;;230
28046;28;BOISSY-LES-PERCHE;;494
28047;28;BOISVILLE-LA-SAINT-PERE;;739
28048;28;LA BOURDINIERE-SAINT-LOUP;;756
28049;28;BONCE;;249
28050;28;BONCOURT;;273
28051;28;BONNEVAL;;4946
28052;28;BOUGLAINVAL;;767
28053;28;LE BOULLAY-LES-DEUX-EGLISES;;253
28054;28;LE BOULLAY-MIVOYE;;515
28055;28;LE BOULLAY-THIERRY;;569
28056;28;BOUTIGNY-PROUAIS;;1745
28057;28;BOUVILLE;;601
28058;28;BRECHAMPS;;362
28059;28;BREZOLLES;;1851
28060;28;BRICONVILLE;;268
28061;28;BROU;;3347
28062;28;BROUE;;914
28064;28;BU;;2058
28065;28;BULLAINVILLE;;113
28067;28;CERNAY;;92
28068;28;CHALLET;;443
28070;28;CHAMPHOL;;3824
28071;28;CHAMPROND-EN-GATINE;;691
28072;28;CHAMPROND-EN-PERCHET;;413
28073;28;CHAMPSERU;;344
28074;28;LA CHAPELLE-D'AUNAINVILLE;;260
28075;28;LA CHAPELLE-DU-NOYER;;1197
28076;28;LA CHAPELLE-FORAINVILLIERS;;197
28077;28;LA CHAPELLE-FORTIN;;179
28078;28;CHAPELLE-GUILLAUME;;188
28079;28;CHAPELLE-ROYALE;;304
28080;28;CHARBONNIERES;;257
28081;28;CHARONVILLE;;311
28082;28;CHARPONT;;648
28084;28;CHARTAINVILLIERS;28130;720
28085;28;CHARTRES;28000;39698
28086;28;CHASSANT;;335
28087;28;CHATAINCOURT;;243
28088;28;CHATEAUDUN;28200;13432
28089;28;CHATEAUNEUF-EN-THYMERAIS;;2628
28090;28;LES CHATELETS;;107
28091;28;LES CHATELLIERS-NOTRE-DAME;;148
28092;28;CHATENAY;;238
28094;28;CHAUDON;28210;1697
28095;28;CHAUFFOURS;;281
28096;28;LA CHAUSSEE-D'IVRY;;1244
28098;28;CHERISY;;1890
28099;28;CHUISNES;;1128
28100;28;CINTRAY;;453
28102;28;CLEVILLIERS;;731
28103;28;CLOYES-LES-TROIS-RIVIERES;;5742
28104;28;COLTAINVILLE;;926
28105;28;COMBRES;;561
28106;28;CONIE-MOLITARD;;417
28107;28;CORANCEZ;;372
28108;28;CORMAINVILLE;;240
28109;28;LES CORVEES-LES-YYS;;323
28110;28;LE COUDRAY;28630;4196
28111;28;COUDRAY-AU-PERCHE;;371
28113;28;COULOMBS;28210;1375
28114;28;COURBEHAYE;;136
28116;28;COURVILLE-SUR-EURE;;2892
28117;28;CRECY-COUVE;;276
28118;28;CROISILLES;;442
28119;28;LA CROIX-DU-PERCHE;;155
28120;28;CRUCEY-VILLAGES;;457
28121;28;DAMBRON;;108
28122;28;DAMMARIE;;1527
28123;28;DAMPIERRE-SOUS-BROU;;459
28124;28;DAMPIERRE-SUR-AVRE;;758
28126;28;DANCY;;204
28127;28;DANGEAU;;1286
28128;28;DANGERS;;437
28129;28;DENONVILLE;;777
28130;28;DIGNY;;1009
28132;28;DONNEMAIN-SAINT-MAMES;;675
28134;28;DREUX;28100;31165
28135;28;DROUE-SUR-DROUETTE;;1279
28136;28;ECLUZELLES;;171
28137;28;ECROSNES;;855
28139;28;EPEAUTROLLES;;193
28140;28;EPERNON;28230;5701
28141;28;ERMENONVILLE-LA-GRANDE;;328
28142;28;ERMENONVILLE-LA-PETITE;;186
28143;28;ESCORPAIN;;248
28144;28;LES ETILLEUX;;219
28146;28;FAVEROLLES;;867
28147;28;FAVIERES;;610
28148;28;LE FAVRIL;;379
28149;28;LA FERTE-VIDAME;;639
28151;28;FESSANVILLIERS-MATTANVILLIERS;;181
28153;28;FLACEY;;215
28154;28;FONTAINE-LA-GUYON;;1729
28155;28;FONTAINE-LES-RIBOUTS;;207
28156;28;FONTAINE-SIMON;;916
28157;28;FONTENAY-SUR-CONIE;;125
28158;28;FONTENAY-SUR-EURE;;1097
28159;28;LA FRAMBOISIERE;;345
28160;28;FRANCOURVILLE;;842
28161;28;FRAZE;;509
28162;28;FRESNAY-LE-COMTE;;310
28163;28;FRESNAY-LE-GILMERT;;216
28164;28;FRESNAY-L'EVEQUE;;745
28166;28;FRIAIZE;;255
28167;28;FRUNCE;;392
28168;28;GALLARDON;28320;3750
28169;28;GARANCIERES-EN-BEAUCE;;230
28170;28;GARANCIERES-EN-DROUAIS;;287
28171;28;GARNAY;;943
28172;28;GAS;28320;812
28173;28;GASVILLE-OISEME;;1528
28175;28;LA GAUDAINE;;173
28176;28;LE GAULT-SAINT-DENIS;;692
28177;28;GELLAINVILLE;;678
28178;28;GERMAINVILLE;;319
28180;28;GILLES;;514
28182;28;GOHORY;;317
28183;28;GOMMERVILLE;;693
28184;28;GOUILLONS;;346
28185;28;GOUSSAINVILLE;;1324
28187;28;GUAINVILLE;;669
28188;28;LE GUE-DE-LONGROI;;963
28189;28;GUILLEVILLE;;182
28190;28;GUILLONVILLE;;470
28191;28;HANCHES;28130;2739
28192;28;HAPPONVILLIERS;;319
28193;28;HAVELU;;138
28194;28;HOUVILLE-LA-BRANCHE;;427
28195;28;HOUX;;770
28196;28;ILLIERS-COMBRAY;;3316
28197;28;INTREVILLE;;151
28198;28;JALLANS;;832
28199;28;JANVILLE-EN-BEAUCE;;2621
28200;28;JAUDRAIS;;427
28201;28;JOUY;28300;2002
28202;28;LAMBLORE;;331
28203;28;LANDELLES;;645
28206;28;LAONS;;691
28207;28;LETHUIN;;234
28208;28;LEVAINVILLE;;396
28209;28;LEVES;28300;5846
28210;28;LEVESVILLE-LA-CHENARD;;222
28211;28;LOGRON;;585
28212;28;LOIGNY-LA-BATAILLE;;204
28213;28;LORMAYE;28210;675
28214;28;LA LOUPE;;3410
28215;28;LOUVILLE-LA-CHENARD;;259
28216;28;LOUVILLIERS-EN-DROUAIS;;204
28217;28;LOUVILLIERS-LES-PERCHE;;182
28218;28;LUCE;28110;15618
28219;28;LUIGNY;;399
28220;28;LUISANT;28600;7009
28221;28;LUMEAU;;148
28222;28;LUPLANTE;;391
28223;28;LURAY;;1564
28225;28;MAGNY;;660
28226;28;MAILLEBOIS;;922
28227;28;MAINTENON;28130;4539
28229;28;MAINVILLIERS;28300;11385
28230;28;MAISONS;;390
28231;28;LA MANCELIERE;;181
28232;28;MANOU;;622
28233;28;MARBOUE;;1178
28234;28;MARCHEVILLE;;472
28235;28;MARCHEZAIS;;372
28236;28;ARCISSES;;2241
28237;28;MAROLLES-LES-BUIS;;211
28239;28;MARVILLE-MOUTIERS-BRULE;;1008
28240;28;MEAUCE;;521
28242;28;MEREGLISE;;101
28243;28;MEROUVILLE;;220
28245;28;MESLAY-LE-GRENET;;369
28246;28;MESLAY-LE-VIDAME;;539
28247;28;LE MESNIL-SIMON;;583
28248;28;LE MESNIL-THOMAS;;335
28249;28;MEVOISINS;;632
28251;28;MEZIERES-EN-DROUAIS;;1088
28252;28;MIERMAIGNE;;192
28253;28;MIGNIERES;;1151
28254;28;MITTAINVILLIERS-VERIGNY;;808
28255;28;MOINVILLE-LA-JEULIN;;170
28256;28;MOLEANS;;463
28257;28;MONDONVILLE-SAINT-JEAN;;89
28259;28;MONTBOISSIER;;335
28260;28;MONTHARVILLE;;104
28261;28;MONTIGNY-LE-CHARTIF;;611
28263;28;MONTIGNY-SUR-AVRE;;259
28264;28;MONTIREAU;;144
28265;28;MONTLANDON;;254
28267;28;MONTREUIL;;513
28268;28;MORAINVILLE;;19
28269;28;MORANCEZ;;1940
28270;28;MORIERS;;227
28271;28;MORVILLIERS;;144
28272;28;MOTTEREAU;;162
28273;28;MOULHARD;;141
28274;28;MOUTIERS;;248
28275;28;NERON;;674
28276;28;NEUVY-EN-BEAUCE;;216
28277;28;NEUVY-EN-DUNOIS;;319
28278;28;NOGENT-LE-PHAYE;;1514
28279;28;NOGENT-LE-ROI;28210;4046
28280;28;NOGENT-LE-ROTROU;;9941
28281;28;NOGENT-SUR-EURE;;527
28282;28;NONVILLIERS-GRANDHOUX;;442
28283;28;NOTTONVILLE;;294
28284;28;OINVILLE-SAINT-LIPHARD;;286
28285;28;OINVILLE-SOUS-AUNEAU;;358
28286;28;OLLE;;637
28287;28;ORGERES-EN-BEAUCE;;1027
28289;28;ORMOY;;226
28290;28;ORROUER;;296
28291;28;OUARVILLE;;542
28292;28;OUERRE;;750
28293;28;OULINS;;1225
28294;28;OYSONVILLE;;537
28296;28;PERONVILLE;;273
28298;28;PIERRES;;2813
28299;28;LES PINTHIERES;;177
28300;28;POINVILLE;;160
28301;28;POISVILLIERS;;450
28302;28;PONTGOUIN;;1418
28303;28;POUPRY;;104
28304;28;PRASVILLE;;439
28305;28;PRE-SAINT-EVROULT;;304
28306;28;PRE-SAINT-MARTIN;;210
28308;28;PRUDEMANCHE;;270
28309;28;PRUNAY-LE-GILLON;;1087
28310;28;LA PUISAYE;;270
28312;28;PUISEUX;;132
28313;28;RECLAINVILLE;;195
28314;28;LES RESSUINTES;;124
28315;28;REVERCOURT;;23
28316;28;ROHAIRE;;129
28317;28;ROINVILLE;;569
28319;28;ROUVRAY-SAINT-DENIS;;386
28321;28;ROUVRES;;852
28322;28;RUEIL-LA-GADELIERE;;507
28323;28;SAINT-ANGE-ET-TORCAY;;286
28324;28;SAINT-ARNOULT-DES-BOIS;;909
28325;28;SAINT-AUBIN-DES-BOIS;;1082
28326;28;SAINT-AVIT-LES-GUESPIERES;;362
28327;28;SAINT-BOMER;;191
28329;28;SAINT-CHRISTOPHE;;161
28330;28;VILLEMAURY;;1407
28331;28;SAINTIGNY;;992
28332;28;SAINTE-GEMME-MORONVAL;;1111
28333;28;SAINT-DENIS-DES-PUITS;;143
28334;28;SAINT-DENIS-LANNERAY;;2249
28335;28;SAINT-ELIPH;;877
28336;28;SAINT-EMAN;;108
28337;28;SAINT-GEORGES-SUR-EURE;;2884
28339;28;SAINT-GERMAIN-LE-GAILLARD;;366
28341;28;SAINT-JEAN-DE-REBERVILLIERS;;254
28342;28;SAINT-JEAN-PIERRE-FIXTE;;268
28343;28;SAINT-LAURENT-LA-GATINE;;455
28344;28;SAINT-LEGER-DES-AUBEES;;274
28346;28;SAINT-LUBIN-DE-CRAVANT;;60
28347;28;SAINT-LUBIN-DE-LA-HAYE;;962
28348;28;SAINT-LUBIN-DES-JONCHERETS;;4090
28349;28;SAINT-LUCIEN;;265
28350;28;SAINT-LUPERCE;;955
28351;28;SAINT-MAIXME-HAUTERIVE;;416
28352;28;SAINT-MARTIN-DE-NIGELLES;;1610
28353;28;SAINT-MAUR-SUR-LE-LOIR;;408
28354;28;SAINT-MAURICE-SAINT-GERMAIN;;488
28355;28;SAINT-OUEN-MARCHEFROY;;305
28357;28;SAINT-PIAT;;1089
28358;28;SAINT-PREST;;2139
28359;28;SAINT-REMY-SUR-AVRE;;4087
28360;28;SAINT-SAUVEUR-MARVILLE;;937
28362;28;SAINT-VICTOR-DE-BUTHON;;515
28363;28;SAINVILLE;;1037
28364;28;SANCHEVILLE;;779
28365;28;SANDARVILLE;;418
28366;28;SANTEUIL;;323
28367;28;SANTILLY;;336
28368;28;LA SAUCELLE;;200
28369;28;SAULNIERES;;768
28370;28;SAUMERAY;;516
28371;28;SAUSSAY;;1121
28372;28;SENANTES;;580
28373;28;SENONCHES;;3079
28374;28;SERAZEREUX;;541
28375;28;SERVILLE;;375
28377;28;SOREL-MOUSSEL;;1805
28378;28;SOUANCE-AU-PERCHE;;535
28379;28;SOULAIRES;;477
28380;28;SOURS;;2169
28382;28;TERMINIERS;;904
28383;28;THEUVILLE;;712
28385;28;LE THIEULIN;;486
28386;28;THIMERT-GATELLES;;1266
28387;28;THIRON-GARDAIS;;993
28388;28;THIVARS;;1076
28389;28;THIVILLE;;349
28390;28;TILLAY-LE-PENEUX;;318
28391;28;TOURY;28310;2627
28392;28;TRANCRAINVILLE;;166
28393;28;TREMBLAY-LES-VILLAGES;;2309
28394;28;TREON;;1450
28395;28;TRIZAY-COUTRETOT-SAINT-SERGE;;447
28396;28;TRIZAY-LES-BONNEVAL;;314
28397;28;UMPEAU;;420
28398;28;UNVERRE;;1189
28400;28;VARIZE;;202
28401;28;VAUPILLON;;462
28403;28;VER-LES-CHARTRES;;791
28404;28;VERNOUILLET;28500;12622
28405;28;VERT-EN-DROUAIS;;1091
28406;28;EOLE-EN-BEAUCE;;1266
28407;28;VICHERES;;303
28408;28;VIERVILLE;;124
28409;28;VIEUVICQ;;470
28410;28;VILLAMPUY;;307
28411;28;VILLARS;;174
28414;28;VILLEBON;;70
28415;28;VILLEMEUX-SUR-EURE;;1719
28417;28;VILLIERS-LE-MORHIER;;1363
28418;28;VILLIERS-SAINT-ORIEN;;168
28419;28;VITRAY-EN-BEAUCE;;352
28421;28;VOISE;;280
28422;28;LES VILLAGES VOVEENS;;3975
28423;28;YERMENONVILLE;;612
28424;28;YEVRES;;1655
28425;28;YMERAY;;586
28426;28;YMONVILLE;;507
29001;29;ARGOL;;1017
29002;29;ARZANO;;1409
29003;29;AUDIERNE;;3758
29004;29;BANNALEC;;5825
29005;29;BAYE;;1270
29006;29;BENODET;;3679
29007;29;BERRIEN;;923
29008;29;BEUZEC-CAP-SIZUN;;1021
29010;29;BODILIS;;1679
29011;29;BOHARS;;3616
29012;29;BOLAZEC;;190
29013;29;BOTMEUR;;224
29014;29;BOTSORHEL;;439
29015;29;BOURG-BLANC;;3616
29016;29;BRASPARTS;;1039
29017;29;BRELES;;888
29018;29;BRENNILIS;;443
29019;29;BREST;29200;142555
29020;29;BRIEC;;5789
29021;29;PLOUNEOUR-BRIGNOGAN-PLAGES;;1961
29022;29;CAMARET-SUR-MER;29570;2521
29023;29;CARANTEC;29660;3292
29024;29;CARHAIX-PLOUGUER;;7768
29025;29;CAST;;1583
29026;29;CHATEAULIN;;5586
29027;29;CHATEAUNEUF-DU-FAOU;;3750
29028;29;CLEDEN-CAP-SIZUN;;941
29029;29;CLEDEN-POHER;;1163
29030;29;CLEDER;;3798
29031;29;CLOHARS-CARNOET;;4642
29032;29;CLOHARS-FOUESNANT;;2130
29033;29;LE CLOITRE-PLEYBEN;;534
29034;29;LE CLOITRE-SAINT-THEGONNEC;;664
29035;29;COAT-MEAL;;1133
29036;29;COLLOREC;;615
29037;29;COMBRIT;;4312
29038;29;COMMANA;;1024
29039;29;CONCARNEAU;29900;20672
29040;29;LE CONQUET;;2826
29041;29;CORAY;;1921
29042;29;CROZON;29160;7605
29043;29;DAOULAS;;1863
29044;29;DINEAULT;;2006
29045;29;DIRINON;29460;2281
29046;29;DOUARNENEZ;29100;14365
29047;29;LE DRENNEC;;1912
29048;29;EDERN;;2294
29049;29;ELLIANT;;3461
29051;29;ERGUE-GABERIC;;8637
29053;29;LE FAOU;;1785
29054;29;LA FEUILLEE;;657
29055;29;LE FOLGOET;;3293
29056;29;LA FOREST-LANDERNEAU;;1978
29057;29;LA FORET-FOUESNANT;;3560
29058;29;FOUESNANT;;10348
29059;29;GARLAN;;1082
29060;29;GOUESNACH;;2865
29061;29;GOUESNOU;;6350
29062;29;GOUEZEC;;1133
29063;29;GOULIEN;;440
29064;29;GOULVEN;;451
29065;29;GOURLIZON;;923
29066;29;GUENGAT;;1858
29067;29;GUERLESQUIN;;1339
29068;29;GUICLAN;;2554
29069;29;GUILERS;;8221
29070;29;GUILER-SUR-GOYEN;;536
29071;29;GUILLIGOMARC'H;;786
29072;29;GUILVINEC;;2729
29073;29;GUIMAEC;;973
29074;29;GUIMILIAU;;1025
29075;29;GUIPAVAS;;15407
29076;29;MILIZAC-GUIPRONVEL;;4615
29077;29;GUISSENY;;2038
29078;29;HANVEC;;2083
29079;29;HENVIC;;1310
29080;29;HOPITAL-CAMFROUT;;2301
29081;29;HUELGOAT;;1433
29082;29;ILE-DE-BATZ;;465
29083;29;ILE-DE-SEIN;;262
29084;29;ILE-MOLENE;;166
29085;29;ILE-TUDY;;751
29086;29;IRVILLAC;;1475
29087;29;LE JUCH;;741
29089;29;KERGLOFF;;880
29090;29;KERLAZ;;807
29091;29;KERLOUAN;;2136
29093;29;KERNILIS;;1453
29094;29;KERNOUES;;679
29095;29;KERSAINT-PLABENNEC;;1521
29097;29;LAMPAUL-GUIMILIAU;;2080
29098;29;LAMPAUL-PLOUARZEL;;2198
29099;29;LAMPAUL-PLOUDALMEZEAU;;843
29100;29;LANARVILY;;426
29101;29;LANDEDA;;3688
29102;29;LANDELEAU;;971
29103;29;LANDERNEAU;29800;16532
29104;29;LANDEVENNEC;;351
29105;29;LANDIVISIAU;29400;9471
29106;29;LANDREVARZEC;;1891
29107;29;LANDUDAL;;897
29108;29;LANDUDEC;;1519
29109;29;LANDUNVEZ;;1522
29110;29;LANGOLEN;;875
29111;29;LANHOUARNEAU;;1339
29112;29;LANILDUT;;975
29113;29;LANMEUR;;2401
29114;29;LANNEANOU;;358
29115;29;LANNEDERN;;294
29116;29;LANNEUFFRET;;156
29117;29;LANNILIS;;5790
29119;29;LANRIVOARE;;1497
29120;29;LANVEOC;;2035
29122;29;LAZ;;692
29123;29;LENNON;;804
29124;29;LESNEVEN;;7551
29125;29;LEUHAN;;843
29126;29;LOC-BREVALAIRE;;213
29128;29;LOC-EGUINER;;412
29130;29;LOCMARIA-PLOUZANE;;5223
29131;29;LOCMELAR;;488
29132;29;LOCQUENOLE;;826
29133;29;LOCQUIREC;;1556
29134;29;LOCRONAN;;821
29135;29;LOCTUDY;;4120
29136;29;LOCUNOLE;;1181
29137;29;LOGONNA-DAOULAS;;2186
29139;29;LOPEREC;;1015
29140;29;LOPERHET;;3996
29141;29;LOQUEFFRET;;352
29142;29;LOTHEY;;464
29143;29;MAHALON;;989
29144;29;LA MARTYRE;;768
29145;29;CONFORT-MEILARS;;901
29146;29;MELGVEN;;3458
29147;29;MELLAC;;3321
29148;29;MESPAUL;;973
29150;29;MOELAN-SUR-MER;;6875
29151;29;MORLAIX;29600;15302
29152;29;MOTREFF;;716
29153;29;NEVEZ;;2738
29155;29;OUESSANT;;852
29156;29;PENCRAN;;2092
29158;29;PENMARCH;;5249
29159;29;PEUMERIT;;861
29160;29;PLABENNEC;;8679
29161;29;PLEUVEN;;3270
29162;29;PLEYBEN;;3905
29163;29;PLEYBER-CHRIST;;3261
29165;29;PLOBANNALEC-LESCONIL;;3652
29166;29;PLOEVEN;;526
