cod_dep_com_5;CODDEP;nom_commune_maj;code_postal;Population totale
01001;01;L'ABERGEMENT-CLEMENCIAT;;798
01002;01;L'ABERGEMENT-DE-VAREY;;257
01004;01;AMBERIEU-EN-BUGEY;01500;14514
01005;01;AMBERIEUX-EN-DOMBES;;1776
01006;01;AMBLEON;;118
01007;01;AMBRONAY;;2915
01008;01;AMBUTRIX;;777
01009;01;ANDERT-ET-CONDON;;335
01010;01;ANGLEFORT;;1122
01011;01;APREMONT;;379
01012;01;ARANC;;333
01013;01;ARANDAS;;147
01014;01;ARBENT;01100;3442
01015;01;ARBOYS-EN-BUGEY;;667
01016;01;ARBIGNY;;469
01017;01;ARGIS;;473
01019;01;ARMIX;;31
01021;01;ARS-SUR-FORMANS;;1485
01022;01;ARTEMARE;;1267
01023;01;ASNIERES-SUR-SAONE;;76
01024;01;ATTIGNAT;;3316
01025;01;BAGE-DOMMARTIN;;4171
01026;01;BAGE-LE-CHATEL;;1041
01027;01;BALAN;;2615
01028;01;BANEINS;;634
01029;01;BEAUPONT;;693
01030;01;BEAUREGARD;01480;844
01031;01;BELLIGNAT;01100;3886
01032;01;BELIGNEUX;;3405
01033;01;VALSERHONE;;16728
01034;01;BELLEY;01300;9582
01035;01;BELLEYDOUX;;318
01036;01;VALROMEY-SUR-SERAN;;1345
01037;01;BENONCES;;312
01038;01;BENY;;775
01039;01;BEON;;451
01040;01;BEREZIAT;;496
01041;01;BETTANT;;769
01042;01;BEY;;305
01043;01;BEYNOST;;4867
01044;01;BILLIAT;;648
01045;01;BIRIEUX;;287
01046;01;BIZIAT;;903
01047;01;BLYES;;1214
01049;01;LA BOISSE;;3356
01050;01;BOISSEY;;369
01051;01;BOLOZON;;92
01052;01;BOULIGNEUX;;334
01053;01;BOURG-EN-BRESSE;;42853
01054;01;BOURG-SAINT-CHRISTOPHE;;1489
01056;01;BOYEUX-SAINT-JEROME;;354
01057;01;BOZ;;535
01058;01;BREGNIER-CORDON;;849
01060;01;BRENOD;01110;514
01061;01;BRENS;;1179
01062;01;BRESSOLLES;;956
01063;01;BRION;;540
01064;01;BRIORD;;1090
01065;01;BUELLAS;;1876
01066;01;LA BURBANCHE;;90
01067;01;CEIGNES;;268
01068;01;CERDON;;790
01069;01;CERTINES;;1542
01071;01;CESSY;01170;4925
01072;01;CEYZERIAT;;3256
01073;01;CEYZERIEU;;1025
01074;01;CHALAMONT;;2624
01075;01;CHALEINS;;1413
01076;01;CHALEY;;128
01077;01;CHALLES-LA-MONTAGNE;;199
01078;01;CHALLEX;;1590
01079;01;CHAMPAGNE-EN-VALROMEY;01260;842
01080;01;CHAMPDOR-CORCELLES;;657
01081;01;CHAMPFROMIER;;756
01082;01;CHANAY;;642
01083;01;CHANEINS;;944
01084;01;CHANOZ-CHATENAY;;913
01085;01;LA CHAPELLE-DU-CHATELARD;;405
01087;01;CHARIX;;292
01088;01;CHARNOZ-SUR-AIN;;930
01089;01;CHATEAU-GAILLARD;;2303
01090;01;CHATENAY;;362
01092;01;CHATILLON-LA-PALUD;;1662
01093;01;CHATILLON-SUR-CHALARONNE;;5134
01094;01;CHAVANNES-SUR-REYSSOUZE;;773
01095;01;NIVIGNE ET SURAN;;865
01096;01;CHAVEYRIAT;;1064
01098;01;CHAZEY-BONS;;1195
01099;01;CHAZEY-SUR-AIN;;1623
01100;01;CHEIGNIEU-LA-BALME;;135
01101;01;CHEVILLARD;;159
01102;01;CHEVROUX;;976
01103;01;CHEVRY;01170;2196
01104;01;CHEZERY-FORENS;;471
01105;01;CIVRIEUX;;1882
01106;01;CIZE;;186
01107;01;CLEYZIEU;;137
01108;01;COLIGNY;;1200
01109;01;COLLONGES;01550;2272
01110;01;COLOMIEU;;158
01111;01;CONAND;;133
01112;01;CONDAMINE;;462
01113;01;CONDEISSIAT;;829
01114;01;CONFORT;;679
01115;01;CONFRANCON;;1363
01116;01;CONTREVOZ;;510
01117;01;CONZIEU;;153
01118;01;CORBONOD;;1310
01121;01;CORLIER;;117
01123;01;CORMORANCHE-SUR-SAONE;;1197
01124;01;CORMOZ;;697
01125;01;CORVEISSIAT;;625
01127;01;COURMANGOUX;;516
01128;01;COURTES;;306
01129;01;CRANS;;297
01130;01;BRESSE VALLONS;;2407
01133;01;CRESSIN-ROCHEFORT;;400
01134;01;CROTTET;;1803
01135;01;CROZET;01170;2235
01136;01;CRUZILLES-LES-MEPILLAT;;913
01138;01;CULOZ;01350;3068
01139;01;CURCIAT-DONGALON;;449
01140;01;CURTAFOND;;786
01141;01;CUZIEU;;468
01142;01;DAGNEUX;01120;4834
01143;01;DIVONNE-LES-BAINS;01220;10190
01145;01;DOMPIERRE-SUR-VEYLE;;1201
01146;01;DOMPIERRE-SUR-CHALARONNE;;439
01147;01;DOMSURE;;495
01148;01;DORTAN;01590;1925
01149;01;DOUVRES;;1104
01150;01;DROM;;219
01151;01;DRUILLAT;;1173
01152;01;ECHALLON;;768
01153;01;ECHENEVEX;01170;2189
01155;01;EVOSGES;;147
01156;01;FARAMANS;;827
01157;01;FAREINS;;2292
01158;01;FARGES;01550;1065
01159;01;FEILLENS;;3436
01160;01;FERNEY-VOLTAIRE;01210;10189
01162;01;FLAXIEU;;68
01163;01;FOISSIAT;;2073
01165;01;FRANCHELEINS;;1627
01166;01;FRANS;;2484
01167;01;GARNERANS;;658
01169;01;GENOUILLEUX;;663
01170;01;BEARD-GEOVREISSIAT;;1081
01171;01;GEOVREISSET;;886
01173;01;GEX;01170;13391
01174;01;GIRON;;180
01175;01;GORREVOD;;807
01177;01;GRAND-CORENT;;189
01179;01;GRIEGES;;1933
01180;01;GRILLY;;860
01181;01;GROISSIAT;;1291
01183;01;GUEREINS;;1508
01184;01;HAUTECOURT-ROMANECHE;;789
01185;01;PLATEAU D'HAUTEVILLE;;5020
01187;01;HAUT VALROMEY;;639
01188;01;ILLIAT;;683
01189;01;INJOUX-GENISSIAT;;1141
01190;01;INNIMOND;;90
01191;01;IZENAVE;;158
01192;01;IZERNORE;01580;2338
01193;01;IZIEU;;229
01194;01;JASSANS-RIOTTIER;01480;6439
01195;01;JASSERON;;1837
01196;01;JAYAT;;1239
01197;01;JOURNANS;;364
01198;01;JOYEUX;;271
01199;01;JUJURIEUX;01640;2183
01200;01;LABALME;;219
01202;01;LAGNIEU;01150;7308
01203;01;LAIZ;;1355
01204;01;LE POIZAT-LALLEYRIAT;;750
01206;01;LANTENAY;;283
01207;01;LAPEYROUSE;;329
01208;01;LAVOURS;;135
01209;01;LEAZ;;794
01210;01;LELEX;01410;232
01211;01;LENT;;1430
01212;01;LESCHEROUX;;727
01213;01;LEYMENT;;1370
01214;01;LEYSSARD;;164
01215;01;SURJOUX-LHOPITAL;;143
01216;01;LHUIS;;915
01219;01;LOMPNAS;;167
01224;01;LOYETTES;01360;3256
01225;01;LURCY;;380
01227;01;MAGNIEU;;657
01228;01;MAILLAT;;674
01229;01;MALAFRETAZ;;1259
01230;01;MANTENAY-MONTLIN;;319
01231;01;MANZIAT;;1996
01232;01;MARBOZ;;2323
01233;01;MARCHAMP;;133
01234;01;MARIGNIEU;;172
01235;01;MARLIEUX;;1246
01236;01;MARSONNAS;;1040
01237;01;MARTIGNAT;;1732
01238;01;MASSIEUX;;2726
01239;01;MASSIGNIEU-DE-RIVES;;634
01240;01;MATAFELON-GRANGES;01580;643
01241;01;MEILLONNAS;;1390
01242;01;MERIGNAT;;137
01243;01;MESSIMY-SUR-SAONE;;1288
01244;01;MEXIMIEUX;01800;8062
01245;01;BOHAS-MEYRIAT-RIGNAT;;964
01246;01;MEZERIAT;;2253
01247;01;MIJOUX;01410;326
01248;01;MIONNAY;01390;2251
01249;01;MIRIBEL;;10273
01250;01;MISERIEUX;;2226
01252;01;MOGNENEINS;;808
01254;01;MONTAGNAT;;2167
01255;01;MONTAGNIEU;;659
01257;01;MONTANGES;;361
01258;01;MONTCEAUX;01090;1222
01259;01;MONTCET;;718
01260;01;LE MONTELLIER;;307
01261;01;MONTHIEUX;;691
01262;01;MONTLUEL;01120;6969
01263;01;MONTMERLE-SUR-SAONE;;3859
01264;01;MONTRACOL;;1036
01265;01;MONTREAL-LA-CLUSE;;3527
01266;01;MONTREVEL-EN-BRESSE;;2618
01267;01;NURIEUX-VOLOGNAT;;1048
01268;01;MURS-ET-GELIGNIEUX;;249
01269;01;NANTUA;01130;3589
01272;01;NEUVILLE-LES-DAMES;;1520
01273;01;NEUVILLE-SUR-AIN;;1827
01274;01;LES NEYROLLES;;660
01275;01;NEYRON;;2619
01276;01;NIEVROZ;;1651
01277;01;NIVOLLET-MONTGRIFFON;;119
01279;01;ONCIEU;;86
01280;01;ORDONNAZ;;139
01281;01;ORNEX;01210;4653
01282;01;OUTRIAZ;;264
01283;01;OYONNAX;01100;22935
01284;01;OZAN;;707
01285;01;PARCIEUX;;1259
01286;01;PARVES ET NATTAGES;;989
01288;01;PERON;01630;2772
01289;01;PERONNAS;;6811
01290;01;PEROUGES;;1305
01291;01;PERREX;;849
01293;01;PEYRIAT;;152
01294;01;PEYRIEU;;902
01295;01;PEYZIEUX-SUR-SAONE;;699
01296;01;PIRAJOUX;;428
01297;01;PIZAY;;882
01298;01;PLAGNE;;152
01299;01;LE PLANTAY;;592
01301;01;POLLIAT;;2608
01302;01;POLLIEU;;168
01303;01;PONCIN;;1735
01304;01;PONT-D'AIN;;2977
01305;01;PONT-DE-VAUX;;2256
01306;01;PONT-DE-VEYLE;;1705
01307;01;PORT;;857
01308;01;POUGNY;;821
01309;01;POUILLAT;;85
01310;01;PREMEYZEL;;255
01311;01;PREMILLIEU;;44
01313;01;PREVESSIN-MOENS;01280;8950
01314;01;PRIAY;;1762
01317;01;RAMASSE;;336
01318;01;RANCE;;743
01319;01;RELEVANT;;475
01320;01;REPLONGES;;3882
01321;01;REVONNAS;;917
01322;01;REYRIEUX;;5124
01323;01;REYSSOUZE;;1003
01325;01;RIGNIEUX-LE-FRANC;;1050
01328;01;ROMANS;;601
01329;01;ROSSILLON;;159
01330;01;RUFFIEU;;188
01331;01;SAINT-ALBAN;;187
01332;01;SAINT-ANDRE-DE-BAGE;;802
01333;01;SAINT-ANDRE-DE-CORCY;;3428
01334;01;SAINT-ANDRE-D'HUIRIAT;;667
01335;01;SAINT-ANDRE-LE-BOUCHOUX;;408
01336;01;SAINT-ANDRE-SUR-VIEUX-JONC;;1196
01337;01;SAINT-BENIGNE;;1338
01338;01;GROSLEE-SAINT-BENOIT;;1264
01339;01;SAINT-BERNARD;;1506
01342;01;SAINTE-CROIX;;565
01343;01;SAINT-CYR-SUR-MENTHON;;1834
01344;01;SAINT-DENIS-LES-BOURG;;6109
01345;01;SAINT-DENIS-EN-BUGEY;01500;2300
01346;01;SAINT-DIDIER-D'AUSSIAT;;877
01347;01;SAINT-DIDIER-DE-FORMANS;;2098
01348;01;SAINT-DIDIER-SUR-CHALARONNE;;3003
01349;01;SAINT-ELOI;;508
01350;01;SAINT-ETIENNE-DU-BOIS;01370;2582
01351;01;SAINT-ETIENNE-SUR-CHALARONNE;;1597
01352;01;SAINT-ETIENNE-SUR-REYSSOUZE;;589
01353;01;SAINTE-EUPHEMIE;;1728
01354;01;SAINT-GENIS-POUILLY;;14143
01355;01;SAINT-GENIS-SUR-MENTHON;;493
01356;01;SAINT-GEORGES-SUR-RENON;;213
01357;01;SAINT-GERMAIN-DE-JOUX;;509
01358;01;SAINT-GERMAIN-LES-PAROISSES;;432
01359;01;SAINT-GERMAIN-SUR-RENON;;249
01360;01;SAINT-JEAN-DE-GONVILLE;;1943
01361;01;SAINT-JEAN-DE-NIOST;;1625
01362;01;SAINT-JEAN-DE-THURIGNEUX;;801
01363;01;SAINT-JEAN-LE-VIEUX;01640;1842
01364;01;SAINT-JEAN-SUR-REYSSOUZE;;763
01365;01;SAINT-JEAN-SUR-VEYLE;;1182
01366;01;SAINTE-JULIE;;1100
01367;01;SAINT-JULIEN-SUR-REYSSOUZE;;750
01368;01;SAINT-JULIEN-SUR-VEYLE;;853
01369;01;SAINT-JUST;;967
01370;01;SAINT-LAURENT-SUR-SAONE;;1716
01371;01;SAINT-MARCEL;;1271
01372;01;SAINT-MARTIN-DE-BAVEL;;449
01373;01;SAINT-MARTIN-DU-FRENE;;1053
01374;01;SAINT-MARTIN-DU-MONT;;1916
01375;01;SAINT-MARTIN-LE-CHATEL;;802
01376;01;SAINT-MAURICE-DE-BEYNOST;;4001
01378;01;SAINT-MAURICE-DE-GOURDANS;;2699
01379;01;SAINT-MAURICE-DE-REMENS;;771
01380;01;SAINT-NIZIER-LE-BOUCHOUX;;645
01381;01;SAINT-NIZIER-LE-DESERT;;939
01382;01;SAINTE-OLIVE;;281
01383;01;SAINT-PAUL-DE-VARAX;;1583
01384;01;SAINT-RAMBERT-EN-BUGEY;;2221
01385;01;SAINT-REMY;;1008
01386;01;SAINT-SORLIN-EN-BUGEY;;1193
01387;01;SAINT-SULPICE;;259
01388;01;SAINT-TRIVIER-DE-COURTES;;1111
01389;01;SAINT-TRIVIER-SUR-MOIGNANS;;1877
01390;01;SAINT-VULBAS;01150;1267
01391;01;SALAVRE;;279
01392;01;SAMOGNAT;;683
01393;01;SANDRANS;;549
01396;01;SAULT-BRENAZ;01150;990
01397;01;SAUVERNY;;997
01398;01;SAVIGNEUX;;1438
01399;01;SEGNY;01170;2158
01400;01;SEILLONNAZ;;142
01401;01;SERGY;01630;2238
01402;01;SERMOYER;;672
01403;01;SERRIERES-DE-BRIORD;;1336
01404;01;SERRIERES-SUR-AIN;;137
01405;01;SERVAS;;1309
01406;01;SERVIGNAT;;175
01407;01;SEYSSEL;;1020
01408;01;SIMANDRE-SUR-SURAN;;673
01410;01;SONTHONNAX-LA-MONTAGNE;;307
01411;01;SOUCLIN;;279
01412;01;SULIGNAT;;607
01415;01;TALISSIEU;;505
01416;01;TENAY;;1025
01418;01;THIL;;1114
01419;01;THOIRY;01710;6197
01420;01;THOISSEY;;1698
01421;01;TORCIEU;;745
01422;01;TOSSIAT;;1391
01423;01;TOUSSIEUX;;1145
01424;01;TRAMOYES;;1819
01425;01;LA TRANCLIERE;;295
01426;01;VAL-REVERMONT;;2597
01427;01;TREVOUX;;7084
01428;01;VALEINS;;127
01429;01;VANDEINS;;720
01430;01;VARAMBON;;631
01431;01;VAUX-EN-BUGEY;;1257
01432;01;VERJON;;325
01433;01;VERNOUX;;317
01434;01;VERSAILLEUX;;482
01435;01;VERSONNEX;01210;2226
01436;01;VESANCY;01170;492
01437;01;VESCOURS;;228
01439;01;VESINES;;103
01441;01;VIEU-D'IZENAVE;;752
01443;01;VILLARS-LES-DOMBES;01330;5073
01444;01;VILLEBOIS;;1213
01445;01;VILLEMOTIER;;636
01446;01;VILLENEUVE;;1585
01447;01;VILLEREVERSURE;;1374
01448;01;VILLES;;397
01449;01;VILLETTE-SUR-AIN;;773
01450;01;VILLIEU-LOYES-MOLLON;01800;3784
01451;01;VIRIAT;;6745
01452;01;VIRIEU-LE-GRAND;;1156
01453;01;ARVIERE-EN-VALROMEY;;733
01454;01;VIRIGNIN;;1133
01456;01;VONGNES;;73
01457;01;VONNAS;;3240
02001;02;ABBECOURT;;513
02002;02;ACHERY;;618
02003;02;ACY;;1045
02004;02;AGNICOURT-ET-SECHELLES;;187
02005;02;AGUILCOURT;;388
02006;02;AISONVILLE-ET-BERNOVILLE;;271
02007;02;AIZELLES;;123
02008;02;AIZY-JOUY;;298
02009;02;ALAINCOURT;;540
02010;02;ALLEMANT;;177
02011;02;AMBLENY;;1192
02012;02;AMBRIEF;;71
02013;02;AMIFONTAINE;;395
02014;02;AMIGNY-ROUY;;752
02015;02;ANCIENVILLE;;73
02016;02;ANDELAIN;;225
02017;02;ANGUILCOURT-LE-SART;;327
02018;02;ANIZY-LE-GRAND;;2627
02019;02;ANNOIS;;367
02020;02;ANY-MARTIN-RIEUX;;463
02021;02;ARCHON;;87
02022;02;ARCY-SAINTE-RESTITUE;;409
02023;02;ARMENTIERES-SUR-OURCQ;;105
02024;02;ARRANCY;;51
02025;02;ARTEMPS;;369
02027;02;ASSIS-SUR-SERRE;;221
02028;02;ATHIES-SOUS-LAON;;2666
02029;02;ATTILLY;;366
02030;02;AUBENCHEUL-AUX-BOIS;;261
02031;02;AUBENTON;;667
02032;02;AUBIGNY-AUX-KAISNES;;257
02033;02;AUBIGNY-EN-LAONNOIS;;106
02034;02;AUDIGNICOURT;;125
02035;02;AUDIGNY;;289
02036;02;AUGY;;73
02037;02;AULNOIS-SOUS-LAON;;1416
02038;02;LES AUTELS;;59
02039;02;AUTREMENCOURT;;176
02040;02;AUTREPPES;;183
02041;02;AUTREVILLE;;822
02042;02;AZY-SUR-MARNE;;386
02043;02;BAGNEUX;;66
02044;02;BANCIGNY;;25
02046;02;BARENTON-BUGNY;;566
02047;02;BARENTON-CEL;;113
02048;02;BARENTON-SUR-SERRE;;137
02049;02;BARISIS-AUX-BOIS;;752
02050;02;BARZY-EN-THIERACHE;;325
02051;02;BARZY-SUR-MARNE;;397
02052;02;BASSOLES-AULERS;;141
02053;02;VALLEES EN CHAMPAGNE;;577
02054;02;BAZOCHES-SUR-VESLES;;465
02055;02;BEAUME;;90
02056;02;BEAUMONT-EN-BEINE;;180
02057;02;BEAUREVOIR;;1424
02058;02;BEAURIEUX;;866
02059;02;BEAUTOR;;2742
02060;02;BEAUVOIS-EN-VERMANDOIS;;264
02061;02;BECQUIGNY;;253
02062;02;BELLEAU;;141
02063;02;BELLENGLISE;;386
02064;02;BELLEU;02200;3885
02065;02;BELLICOURT;;613
02066;02;BENAY;;198
02067;02;BERGUES-SUR-SAMBRE;;215
02068;02;BERLANCOURT;;92
02069;02;BERLISE;;107
02070;02;BERNOT;;457
02071;02;BERNY-RIVIERE;;673
02072;02;BERRIEUX;;188
02073;02;BERRY-AU-BAC;;674
02074;02;BERTAUCOURT-EPOURDON;;603
02075;02;BERTHENICOURT;;197
02076;02;BERTRICOURT;;155
02077;02;BERZY-LE-SEC;;388
02078;02;BESME;;166
02079;02;BESMONT;;149
02080;02;BESNY-ET-LOIZY;;342
02081;02;BETHANCOURT-EN-VAUX;;442
02082;02;BEUGNEUX;;110
02083;02;BEUVARDES;;765
02084;02;BEZU-LE-GUERY;;262
02085;02;BEZU-SAINT-GERMAIN;;1040
02086;02;BICHANCOURT;;1017
02087;02;BIEUXY;;35
02088;02;BIEVRES;;95
02089;02;BILLY-SUR-AISNE;;1169
02090;02;BILLY-SUR-OURCQ;;217
02091;02;BLANZY-LES-FISMES;;96
02093;02;BLERANCOURT;;1357
02094;02;BLESMES;;473
02095;02;BOHAIN-EN-VERMANDOIS;;5764
02096;02;BOIS-LES-PARGNY;;200
02097;02;BONCOURT;;258
02098;02;BONNEIL;;393
02099;02;BONNESVALYN;;226
02100;02;BONY;;138
02101;02;BOSMONT-SUR-SERRE;;197
02102;02;BOUCONVILLE-VAUCLAIR;;197
02103;02;BOUE;;1355
02104;02;BOUFFIGNEREUX;;103
02105;02;BOURESCHES;;198
02106;02;BOURG-ET-COMIN;;822
02107;02;BOURGUIGNON-SOUS-COUCY;;111
02108;02;BOURGUIGNON-SOUS-MONTBAVIN;;163
02109;02;LA BOUTEILLE;;485
02110;02;BRAINE;;2260
02111;02;BRANCOURT-EN-LAONNOIS;;732
02112;02;BRANCOURT-LE-GRAND;;566
02114;02;BRASLES;;1600
02115;02;BRAYE-EN-LAONNOIS;;196
02116;02;BRAYE-EN-THIERACHE;;148
02117;02;BRAY-SAINT-CHRISTOPHE;;68
02118;02;BRAYE;;131
02119;02;BRECY;;333
02120;02;BRENELLE;;202
02121;02;BRENY;;244
02122;02;BRIE;;55
02123;02;BRISSAY-CHOIGNY;;306
02124;02;BRISSY-HAMEGICOURT;;661
02125;02;BRUMETZ;;204
02126;02;BRUNEHAMEL;;460
02127;02;BRUYERES-SUR-FERE;;197
02128;02;BRUYERES-ET-MONTBERAULT;;1522
02129;02;BRUYS;;18
02130;02;BUCILLY;;201
02131;02;BUCY-LE-LONG;;1903
02132;02;BUCY-LES-CERNY;;197
02133;02;BUCY-LES-PIERREPONT;;413
02134;02;BUIRE;;880
02135;02;BUIRONFOSSE;;1174
02136;02;BURELLES;;131
02137;02;BUSSIARES;;160
02138;02;BUZANCY;;203
02139;02;CAILLOUEL-CREPIGNY;;447
02140;02;CAMELIN;;463
02141;02;LA CAPELLE;;1857
02142;02;CASTRES;;258
02143;02;LE CATELET;;191
02144;02;CAULAINCOURT;;147
02145;02;CAUMONT;;555
02146;02;CELLES-LES-CONDE;;95
02148;02;CELLES-SUR-AISNE;;257
02149;02;CERIZY;;64
02150;02;CERNY-EN-LAONNOIS;;63
02151;02;CERNY-LES-BUCY;;119
02152;02;CERSEUIL;;89
02153;02;CESSIERES-SUZY;;784
02154;02;CHACRISE;;372
02155;02;CHAILLEVOIS;;171
02156;02;CHALANDRY;;258
02157;02;CHAMBRY;;859
02158;02;CHAMOUILLE;;275
02159;02;CHAMPS;;297
02160;02;CHAOURSE;;556
02162;02;LA CHAPELLE-SUR-CHEZY;;299
02163;02;CHARLY-SUR-MARNE;;2627
02164;02;LE CHARMEL;;332
02165;02;CHARMES;;1680
02166;02;CHARTEVES;;365
02167;02;CHASSEMY;;904
02168;02;CHATEAU-THIERRY;;15616
02169;02;CHATILLON-LES-SONS;;84
02170;02;CHATILLON-SUR-OISE;;125
02171;02;CHAUDARDES;;89
02172;02;CHAUDUN;;261
02173;02;CHAUNY;02300;12072
02174;02;CHAVIGNON;;845
02175;02;CHAVIGNY;;165
02176;02;CHAVONNE;;209
02177;02;CHERET;;141
02178;02;CHERMIZY-AILLES;;108
02179;02;CHERY-CHARTREUVE;;393
02180;02;CHERY-LES-POUILLY;;735
02181;02;CHERY-LES-ROZOY;;80
02182;02;CHEVENNES;;120
02183;02;CHEVREGNY;;186
02184;02;CHEVRESIS-MONCEAU;;356
02185;02;CHEZY-EN-ORXOIS;;405
02186;02;CHEZY-SUR-MARNE;;1396
02187;02;CHIERRY;;1149
02188;02;CHIGNY;;151
02189;02;CHIVRES-EN-LAONNOIS;;358
02190;02;CHIVRES-VAL;;530
02191;02;CHIVY-LES-ETOUVELLES;;528
02192;02;CHOUY;;378
02193;02;CIERGES;;66
02194;02;CILLY;;194
02195;02;CIRY-SALSOGNE;;935
02196;02;CLACY-ET-THIERRET;;318
02197;02;CLAIRFONTAINE;;637
02198;02;CLAMECY;;230
02199;02;CLASTRES;;609
02200;02;CLERMONT-LES-FERMES;;107
02201;02;COEUVRES-ET-VALSERY;;447
02203;02;COINCY;;1302
02204;02;COINGT;;67
02205;02;COLLIGIS-CRANDELAIN;;232
02206;02;COLONFAY;;79
02207;02;COMMENCHON;;219
02208;02;CONCEVREUX;;273
02209;02;CONDE-EN-BRIE;;719
02210;02;CONDE-SUR-AISNE;;370
02211;02;CONDE-SUR-SUIPPE;;297
02212;02;CONDREN;;719
02213;02;CONNIGIS;;345
02214;02;CONTESCOURT;;62
02215;02;CORBENY;;847
02216;02;CORCY;;298
02217;02;COUCY-LE-CHATEAU-AUFFRIQUE;;1001
02218;02;COUCY-LES-EPPES;;640
02219;02;COUCY-LA-VILLE;;272
02220;02;COULONGES-COHAN;;451
02221;02;COUPRU;;156
02222;02;COURBES;;32
02223;02;COURBOIN;;313
02224;02;COURCELLES-SUR-VESLE;;350
02225;02;COURCHAMPS;;86
02226;02;COURMELLES;02200;1893
02227;02;COURMONT;;121
02228;02;COURTEMONT-VARENNES;;345
02229;02;COURTRIZY-ET-FUSSIGNY;;71
02230;02;COUVRELLES;;192
02231;02;COUVRON-ET-AUMENCOURT;;950
02232;02;COYOLLES;;372
02233;02;CRAMAILLE;;153
02234;02;CRAONNE;;84
02235;02;CRAONNELLE;;118
02236;02;CRECY-AU-MONT;;333
02237;02;CRECY-SUR-SERRE;;1518
02238;02;CREPY;;1847
02239;02;CREZANCY;;1329
02240;02;CROIX-FONSOMME;;221
02241;02;LA CROIX-SUR-OURCQ;;99
02242;02;CROUTTES-SUR-MARNE;;652
02243;02;CROUY;;2970
02244;02;CRUPILLY;;66
02245;02;CUFFIES;;1840
02246;02;CUGNY;;615
02248;02;CUIRIEUX;;159
02249;02;CUIRY-HOUSSE;;100
02250;02;CUIRY-LES-CHAUDARDES;;77
02251;02;CUIRY-LES-IVIERS;;28
02252;02;CUISSY-ET-GENY;;73
02253;02;CUISY-EN-ALMONT;;361
02254;02;CUTRY;;134
02255;02;CYS-LA-COMMUNE;;155
02256;02;DAGNY-LAMBERCY;;132
02257;02;DALLON;;450
02258;02;DAMMARD;;383
02259;02;DAMPLEUX;;407
02260;02;DANIZY;;661
02261;02;DERCY;;400
02262;02;DEUILLET;;214
02263;02;DHUIZEL;;112
02264;02;DIZY-LE-GROS;;746
02265;02;DOHIS;;101
02266;02;DOLIGNON;;48
02267;02;DOMMIERS;;302
02268;02;DOMPTIN;;660
02269;02;DORENGT;;161
02270;02;DOUCHY;;167
02271;02;DRAVEGNY;;132
02272;02;DROIZY;;80
02273;02;DURY;;207
02274;02;EBOULEAU;;201
02275;02;EFFRY;;325
02276;02;ENGLANCOURT;;122
02277;02;EPAGNY;;349
02278;02;EPARCY;;33
02279;02;EPAUX-BEZU;;578
02280;02;EPIEDS;;421
02281;02;L'EPINE-AUX-BOIS;;267
02282;02;EPPES;;435
02283;02;ERLON;;295
02284;02;ERLOY;;103
02286;02;ESQUEHERIES;;878
02287;02;ESSIGNY-LE-GRAND;;1075
02288;02;ESSIGNY-LE-PETIT;;355
02289;02;ESSISES;;422
02290;02;ESSOMES-SUR-MARNE;;2818
02291;02;ESTREES;;418
02292;02;ETAMPES-SUR-MARNE;;1333
02293;02;ETAVES-ET-BOCQUIAUX;;563
02294;02;ETOUVELLES;;215
02295;02;ETREAUPONT;;860
02296;02;ETREILLERS;;1218
02297;02;ETREPILLY;;123
02298;02;ETREUX;;1429
02299;02;EVERGNICOURT;;552
02302;02;FAVEROLLES;;333
02303;02;FAYET;;696
02304;02;LA FERE;02800;2973
02305;02;FERE-EN-TARDENOIS;;3056
02306;02;LA FERTE-CHEVRESIS;;519
02307;02;LA FERTE-MILON;;2219
02308;02;FESMY-LE-SART;;484
02309;02;FESTIEUX;;676
02310;02;FIEULAINE;;255
02311;02;FILAIN;;122
02312;02;LA FLAMENGRIE;;1110
02313;02;FLAVIGNY-LE-GRAND-ET-BEAURAIN;;449
02315;02;FLAVY-LE-MARTEL;;1703
02316;02;FLEURY;;133
02317;02;FLUQUIERES;;222
02318;02;FOLEMBRAY;02670;1399
02319;02;FONSOMME;;498
02320;02;FONTAINE-LES-CLERCS;;241
02321;02;FONTAINE-LES-VERVINS;;1090
02322;02;FONTAINE-NOTRE-DAME;;389
02323;02;FONTAINE-UTERTE;;137
02324;02;FONTENELLE;;284
02326;02;FONTENOY;;478
02327;02;FORESTE;;164
02328;02;FOSSOY;;519
02329;02;FOURDRAIN;;434
02330;02;FRANCILLY-SELENCY;;537
02331;02;FRANQUEVILLE;;113
02332;02;FRESNES-EN-TARDENOIS;;269
02333;02;FRESNES-SOUS-COUCY;;164
02334;02;FRESNOY-LE-GRAND;;3028
02335;02;FRESSANCOURT;;191
02336;02;FRIERES-FAILLOUEL;;998
02337;02;FROIDESTREES;;172
02338;02;FROIDMONT-COHARTILLE;;262
02339;02;GANDELU;;699
02340;02;GAUCHY;;5309
02341;02;GERCY;;269
02342;02;GERGNY;;136
02343;02;GERMAINE;;81
02345;02;GIBERCOURT;;42
02346;02;GIZY;;676
02347;02;GLAND;;450
02349;02;GOUDELANCOURT-LES-BERRIEUX;;56
02350;02;GOUDELANCOURT-LES-PIERREPONT;;138
02351;02;GOUSSANCOURT;;119
02352;02;GOUY;;570
02353;02;GRANDLUP-ET-FAY;;297
02354;02;GRANDRIEUX;;82
